Id,week,region_code,region_name,TauxGrippe,year,week_num,month,t,pmer,ff,rr24,u,Id_google,TauxGrippe_google,pop_0_19,pop_20_39,pop_40_59,pop_60_74,pop_75_plus,pop_total,requete_grippe,requete_grippe_aviaire_vaccin,requete_grippe_aviaire_vaccin_porcine_porc_H1N1_AH1N1_A_mexicaine_Mexique_pandemie
5541,201152,54,POITOU-CHARENTES,28,2011,52,12,282.8397177419355,102190.1008064516,6.307862903225806,263.0,86.4899193548387,5541,28,398192,395154,487005,294917,202505,1777773,3,3,2
5542,201152,93,PROVENCE-ALPES-COTE-D-AZUR,20,2011,52,12,281.3872351160444,101938.68102288022,5.027144298688193,134.4,66.06659939455096,5542,20,1135570,1156231,1323397,791794,509077,4916069,3,3,2
5543,201152,11,ILE-DE-FRANCE,73,2011,52,12,280.0963709677419,101740.80645161292,4.563709677419355,102.8,88.47177419354838,5543,73,3071017,3493039,3131223,1383699,773873,11852851,4,3,3
5544,201152,82,RHONE-ALPES,66,2011,52,12,279.6671717171717,102226.46464646464,3.1567676767676764,131.2,81.76161616161616,5544,66,1593489,1620992,1670893,870502,527665,6283541,3,2,2
5545,201151,42,ALSACE,79,2011,51,12,278.6133064516129,101860.54435483873,3.887701612903226,179.4,83.1875,5545,79,448112,479905,526481,250849,146978,1852325,2,2,2
5546,201151,72,AQUITAINE,50,2011,51,12,282.00670731707316,102447.68292682926,3.1971544715447155,305.3,87.70121951219512,5546,50,732120,765143,896030,516065,344875,3254233,2,2,2
5547,201151,83,AUVERGNE,4,2011,51,12,278.90645161290325,102179.79838709676,3.4139112903225803,106.7,80.45362903225806,5547,4,294709,305778,375485,223830,150880,1350682,3,3,2
5548,201151,25,BASSE-NORMANDIE,13,2011,51,12,281.32720930232557,101840.12403100776,6.089130434782609,336.3,85.22170542635659,5548,13,354514,336201,401766,228888,154315,1475684,2,2,2
5549,201151,26,BOURGOGNE,34,2011,51,12,278.61285714285714,102035.42857142857,4.084897959183674,107.2,88.21632653061225,5549,34,372023,369737,450664,269109,181201,1642734,2,2,1
5550,201151,53,BRETAGNE,70,2011,51,12,282.58863404689095,101888.73297002724,6.4247464503042595,315.3,83.03669724770643,5550,70,780408,757104,866181,492894,321180,3217767,3,2,2
5551,201151,24,CENTRE,36,2011,51,12,280.76693548387095,102018.77016129032,4.320564516129032,274.1,88.70967741935483,5551,36,614629,592449,695479,392862,261416,2556835,3,2,2
5552,201151,21,CHAMPAGNE-ARDENNE,13,2011,51,12,279.6701612903226,101834.4758064516,5.737903225806452,105.2,85.8991935483871,5552,13,324898,328037,365168,196057,121893,1336053,2,2,2
5553,201151,94,CORSE,21,2011,51,12,284.2068548387097,101883.24596774194,3.488508064516129,106.5,67.40120967741936,5553,21,65399,75182,88943,53312,31650,314486,4,0,0
5554,201151,43,FRANCHE-COMTE,0,2011,51,12,285.485666218035,101715.24955950122,3.635222672064778,75.19999999999999,77.3417297938615,5554,0,290000,286318,316818,173479,106825,1173440,4,3,3
5555,201151,23,HAUTE-NORMANDIE,22,2011,51,12,279.65241935483874,101620.80645161292,5.145161290322581,202.9,91.89112903225806,5555,22,469779,459077,499888,255855,154794,1839393,3,3,2
5556,201151,91,LANGUEDOC-ROUSSILLON,74,2011,51,12,283.2019269776876,102260.91277890466,4.776064908722109,7.4,68.4604462474645,5556,74,622980,619529,715033,435841,276663,2670046,2,2,2
5557,201151,74,LIMOUSIN,77,2011,51,12,279.75607287449395,102251.13360323886,3.726315789473684,181.9,91.52631578947368,5557,77,152694,159995,203959,127575,96849,741072,4,3,3
5558,201151,41,LORRAINE,32,2011,51,12,277.9813008130081,101789.0243902439,5.54390243902439,167.0,90.17479674796748,5558,32,555561,594060,658097,336827,206112,2350657,3,2,2
5559,201151,73,MIDI-PYRENEES,38,2011,51,12,280.12775061124694,102483.83863080684,3.5650366748166262,371.2,83.67400162999185,5559,38,661129,703117,792502,441317,305355,2903420,2,2,1
5560,201151,31,NORD-PAS-DE-CALAIS,0,2011,51,12,279.5770161290323,101348.34677419356,5.70725806451613,157.1,85.83064516129032,5560,0,1085537,1074019,1062213,513245,307001,4042015,3,3,3
5561,201151,52,PAYS-DE-LA-LOIRE,30,2011,51,12,281.99637096774194,102043.95161290324,4.013008130081301,157.6,88.50806451612904,5561,30,918142,879018,954546,513503,335904,3601113,3,2,2
5562,201151,22,PICARDIE,32,2011,51,12,280.3961538461539,101440.4858299595,5.973279352226721,178.4,84.37246963562752,5562,32,499506,481778,526267,259503,151101,1918155,3,2,2
5563,201151,54,POITOU-CHARENTES,11,2011,51,12,282.8397177419355,102190.1008064516,6.307862903225806,263.0,86.4899193548387,5563,11,398192,395154,487005,294917,202505,1777773,3,3,2
5564,201151,93,PROVENCE-ALPES-COTE-D-AZUR,42,2011,51,12,281.3872351160444,101938.68102288022,5.027144298688193,134.4,66.06659939455096,5564,42,1135570,1156231,1323397,791794,509077,4916069,3,3,2
5565,201151,11,ILE-DE-FRANCE,26,2011,51,12,280.0963709677419,101740.80645161292,4.563709677419355,102.8,88.47177419354838,5565,26,3071017,3493039,3131223,1383699,773873,11852851,4,3,3
5566,201151,82,RHONE-ALPES,69,2011,51,12,279.6671717171717,102226.46464646464,3.1567676767676764,131.2,81.76161616161616,5566,69,1593489,1620992,1670893,870502,527665,6283541,3,2,2
5567,201150,42,ALSACE,21,2011,50,12,278.6133064516129,101860.54435483873,3.887701612903226,179.4,83.1875,5567,21,448112,479905,526481,250849,146978,1852325,2,2,2
5568,201150,72,AQUITAINE,45,2011,50,12,282.00670731707316,102447.68292682926,3.1971544715447155,305.3,87.70121951219512,5568,45,732120,765143,896030,516065,344875,3254233,2,2,2
5569,201150,83,AUVERGNE,13,2011,50,12,278.90645161290325,102179.79838709676,3.4139112903225803,106.7,80.45362903225806,5569,13,294709,305778,375485,223830,150880,1350682,3,3,2
5570,201150,25,BASSE-NORMANDIE,11,2011,50,12,281.32720930232557,101840.12403100776,6.089130434782609,336.3,85.22170542635659,5570,11,354514,336201,401766,228888,154315,1475684,2,2,2
5571,201150,26,BOURGOGNE,10,2011,50,12,278.61285714285714,102035.42857142857,4.084897959183674,107.2,88.21632653061225,5571,10,372023,369737,450664,269109,181201,1642734,2,2,1
5572,201150,53,BRETAGNE,75,2011,50,12,282.58863404689095,101888.73297002724,6.4247464503042595,315.3,83.03669724770643,5572,75,780408,757104,866181,492894,321180,3217767,3,2,2
5573,201150,24,CENTRE,71,2011,50,12,280.76693548387095,102018.77016129032,4.320564516129032,274.1,88.70967741935483,5573,71,614629,592449,695479,392862,261416,2556835,3,2,2
5574,201150,21,CHAMPAGNE-ARDENNE,65,2011,50,12,279.6701612903226,101834.4758064516,5.737903225806452,105.2,85.8991935483871,5574,65,324898,328037,365168,196057,121893,1336053,2,2,2
5575,201150,94,CORSE,21,2011,50,12,284.2068548387097,101883.24596774194,3.488508064516129,106.5,67.40120967741936,5575,21,65399,75182,88943,53312,31650,314486,4,0,0
5576,201150,43,FRANCHE-COMTE,27,2011,50,12,285.485666218035,101715.24955950122,3.635222672064778,75.19999999999999,77.3417297938615,5576,27,290000,286318,316818,173479,106825,1173440,4,3,3
5577,201150,23,HAUTE-NORMANDIE,0,2011,50,12,279.65241935483874,101620.80645161292,5.145161290322581,202.9,91.89112903225806,5577,0,469779,459077,499888,255855,154794,1839393,3,3,2
5578,201150,91,LANGUEDOC-ROUSSILLON,101,2011,50,12,283.2019269776876,102260.91277890466,4.776064908722109,7.4,68.4604462474645,5578,101,622980,619529,715033,435841,276663,2670046,2,2,2
5579,201150,74,LIMOUSIN,93,2011,50,12,279.75607287449395,102251.13360323886,3.726315789473684,181.9,91.52631578947368,5579,93,152694,159995,203959,127575,96849,741072,4,3,3
5580,201150,41,LORRAINE,12,2011,50,12,277.9813008130081,101789.0243902439,5.54390243902439,167.0,90.17479674796748,5580,12,555561,594060,658097,336827,206112,2350657,3,2,2
5581,201150,73,MIDI-PYRENEES,32,2011,50,12,280.12775061124694,102483.83863080684,3.5650366748166262,371.2,83.67400162999185,5581,32,661129,703117,792502,441317,305355,2903420,2,2,1
5582,201150,31,NORD-PAS-DE-CALAIS,118,2011,50,12,279.5770161290323,101348.34677419356,5.70725806451613,157.1,85.83064516129032,5582,118,1085537,1074019,1062213,513245,307001,4042015,3,3,3
5583,201150,52,PAYS-DE-LA-LOIRE,3,2011,50,12,281.99637096774194,102043.95161290324,4.013008130081301,157.6,88.50806451612904,5583,3,918142,879018,954546,513503,335904,3601113,3,2,2
5584,201150,22,PICARDIE,0,2011,50,12,280.3961538461539,101440.4858299595,5.973279352226721,178.4,84.37246963562752,5584,0,499506,481778,526267,259503,151101,1918155,3,2,2
5585,201150,54,POITOU-CHARENTES,0,2011,50,12,282.8397177419355,102190.1008064516,6.307862903225806,263.0,86.4899193548387,5585,0,398192,395154,487005,294917,202505,1777773,3,3,2
5586,201150,93,PROVENCE-ALPES-COTE-D-AZUR,27,2011,50,12,281.3872351160444,101938.68102288022,5.027144298688193,134.4,66.06659939455096,5586,27,1135570,1156231,1323397,791794,509077,4916069,3,3,2
5587,201150,11,ILE-DE-FRANCE,48,2011,50,12,280.0963709677419,101740.80645161292,4.563709677419355,102.8,88.47177419354838,5587,48,3071017,3493039,3131223,1383699,773873,11852851,4,3,3
5588,201150,82,RHONE-ALPES,85,2011,50,12,279.6671717171717,102226.46464646464,3.1567676767676764,131.2,81.76161616161616,5588,85,1593489,1620992,1670893,870502,527665,6283541,3,2,2
5589,201149,42,ALSACE,26,2011,49,12,278.6133064516129,101860.54435483873,3.887701612903226,179.4,83.1875,5589,26,448112,479905,526481,250849,146978,1852325,2,2,2
5590,201149,72,AQUITAINE,42,2011,49,12,282.00670731707316,102447.68292682926,3.1971544715447155,305.3,87.70121951219512,5590,42,732120,765143,896030,516065,344875,3254233,2,2,2
5591,201149,83,AUVERGNE,56,2011,49,12,278.90645161290325,102179.79838709676,3.4139112903225803,106.7,80.45362903225806,5591,56,294709,305778,375485,223830,150880,1350682,3,3,2
5592,201149,25,BASSE-NORMANDIE,7,2011,49,12,281.32720930232557,101840.12403100776,6.089130434782609,336.3,85.22170542635659,5592,7,354514,336201,401766,228888,154315,1475684,2,2,2
5593,201149,26,BOURGOGNE,28,2011,49,12,278.61285714285714,102035.42857142857,4.084897959183674,107.2,88.21632653061225,5593,28,372023,369737,450664,269109,181201,1642734,2,2,1
5594,201149,53,BRETAGNE,51,2011,49,12,282.58863404689095,101888.73297002724,6.4247464503042595,315.3,83.03669724770643,5594,51,780408,757104,866181,492894,321180,3217767,3,2,2
5595,201149,24,CENTRE,28,2011,49,12,280.76693548387095,102018.77016129032,4.320564516129032,274.1,88.70967741935483,5595,28,614629,592449,695479,392862,261416,2556835,3,2,2
5596,201149,21,CHAMPAGNE-ARDENNE,58,2011,49,12,279.6701612903226,101834.4758064516,5.737903225806452,105.2,85.8991935483871,5596,58,324898,328037,365168,196057,121893,1336053,2,2,2
5597,201149,94,CORSE,19,2011,49,12,284.2068548387097,101883.24596774194,3.488508064516129,106.5,67.40120967741936,5597,19,65399,75182,88943,53312,31650,314486,4,0,0
5598,201149,43,FRANCHE-COMTE,50,2011,49,12,285.485666218035,101715.24955950122,3.635222672064778,75.19999999999999,77.3417297938615,5598,50,290000,286318,316818,173479,106825,1173440,4,3,3
5599,201149,23,HAUTE-NORMANDIE,9,2011,49,12,279.65241935483874,101620.80645161292,5.145161290322581,202.9,91.89112903225806,5599,9,469779,459077,499888,255855,154794,1839393,3,3,2
5600,201149,91,LANGUEDOC-ROUSSILLON,35,2011,49,12,283.2019269776876,102260.91277890466,4.776064908722109,7.4,68.4604462474645,5600,35,622980,619529,715033,435841,276663,2670046,2,2,2
5601,201149,74,LIMOUSIN,101,2011,49,12,279.75607287449395,102251.13360323886,3.726315789473684,181.9,91.52631578947368,5601,101,152694,159995,203959,127575,96849,741072,4,3,3
5602,201149,41,LORRAINE,15,2011,49,12,277.9813008130081,101789.0243902439,5.54390243902439,167.0,90.17479674796748,5602,15,555561,594060,658097,336827,206112,2350657,3,2,2
5603,201149,73,MIDI-PYRENEES,11,2011,49,12,280.12775061124694,102483.83863080684,3.5650366748166262,371.2,83.67400162999185,5603,11,661129,703117,792502,441317,305355,2903420,2,2,1
5604,201149,31,NORD-PAS-DE-CALAIS,83,2011,49,12,279.5770161290323,101348.34677419356,5.70725806451613,157.1,85.83064516129032,5604,83,1085537,1074019,1062213,513245,307001,4042015,3,3,3
5605,201149,52,PAYS-DE-LA-LOIRE,9,2011,49,12,281.99637096774194,102043.95161290324,4.013008130081301,157.6,88.50806451612904,5605,9,918142,879018,954546,513503,335904,3601113,3,2,2
5606,201149,22,PICARDIE,23,2011,49,12,280.3961538461539,101440.4858299595,5.973279352226721,178.4,84.37246963562752,5606,23,499506,481778,526267,259503,151101,1918155,3,2,2
5607,201149,54,POITOU-CHARENTES,0,2011,49,12,282.8397177419355,102190.1008064516,6.307862903225806,263.0,86.4899193548387,5607,0,398192,395154,487005,294917,202505,1777773,3,3,2
5608,201149,93,PROVENCE-ALPES-COTE-D-AZUR,26,2011,49,12,281.3872351160444,101938.68102288022,5.027144298688193,134.4,66.06659939455096,5608,26,1135570,1156231,1323397,791794,509077,4916069,3,3,2
5609,201149,11,ILE-DE-FRANCE,55,2011,49,12,280.0963709677419,101740.80645161292,4.563709677419355,102.8,88.47177419354838,5609,55,3071017,3493039,3131223,1383699,773873,11852851,4,3,3
5610,201149,82,RHONE-ALPES,94,2011,49,12,279.6671717171717,102226.46464646464,3.1567676767676764,131.2,81.76161616161616,5610,94,1593489,1620992,1670893,870502,527665,6283541,3,2,2
5611,201148,42,ALSACE,22,2011,48,11,279.1958333333333,102221.20833333331,1.862291666666667,6.4,88.97291666666666,5611,22,448112,479905,526481,250849,146978,1852325,2,2,2
5612,201148,72,AQUITAINE,75,2011,48,11,284.97479166666665,101891.58808933002,2.650208333333333,122.4,86.85111662531017,5612,75,732120,765143,896030,516065,344875,3254233,3,2,2
5613,201148,83,AUVERGNE,59,2011,48,11,281.886974789916,101919.28870292888,2.0464285714285713,127.8,83.38235294117646,5613,59,294709,305778,375485,223830,150880,1350682,2,2,1
5614,201148,25,BASSE-NORMANDIE,3,2011,48,11,283.7801272984441,101752.94200848656,4.198019801980198,94.2,86.88967468175389,5614,3,354514,336201,401766,228888,154315,1475684,4,3,2
5615,201148,26,BOURGOGNE,21,2011,48,11,280.6558823529412,102102.7731092437,1.665126050420168,52.1,93.0126050420168,5615,21,372023,369737,450664,269109,181201,1642734,3,2,2
5616,201148,53,BRETAGNE,167,2011,48,11,285.5036534446764,101614.62395543176,4.488029661016949,79.0,85.65553235908142,5616,167,780408,757104,866181,492894,321180,3217767,2,2,2
5617,201148,24,CENTRE,10,2011,48,11,283.50437500000004,101863.27083333331,2.8114583333333334,65.0,88.13333333333334,5617,10,614629,592449,695479,392862,261416,2556835,3,2,2
5618,201148,21,CHAMPAGNE-ARDENNE,24,2011,48,11,281.705,102006.29166666669,2.5050000000000003,19.5,88.1125,5618,24,324898,328037,365168,196057,121893,1336053,3,2,2
5619,201148,94,CORSE,14,2011,48,11,287.32041666666663,101971.4375,3.0547916666666666,207.4,75.24791666666667,5619,14,65399,75182,88943,53312,31650,314486,3,0,0
5620,201148,43,FRANCHE-COMTE,114,2011,48,11,285.485666218035,101715.24955950122,3.635222672064778,75.19999999999999,77.3417297938615,5620,114,290000,286318,316818,173479,106825,1173440,3,2,2
5621,201148,23,HAUTE-NORMANDIE,22,2011,48,11,281.6325,101862.83333333331,3.818333333333334,34.8,95.0875,5621,22,469779,459077,499888,255855,154794,1839393,4,3,2
5622,201148,91,LANGUEDOC-ROUSSILLON,52,2011,48,11,287.0502096436059,101853.35429769392,3.9354297693920337,559.1,81.40461215932915,5622,52,622980,619529,715033,435841,276663,2670046,2,2,2
5623,201148,74,LIMOUSIN,81,2011,48,11,284.0411392405063,101823.1223628692,2.886497890295358,52.4,81.73417721518987,5623,81,152694,159995,203959,127575,96849,741072,3,2,2
5624,201148,41,LORRAINE,46,2011,48,11,279.66806722689074,102133.19327731091,2.376890756302521,18.6,93.33193277310924,5624,46,555561,594060,658097,336827,206112,2350657,3,2,2
5625,201148,73,MIDI-PYRENEES,6,2011,48,11,283.9803691275168,101794.14429530202,2.88246644295302,382.3,82.82130872483222,5625,6,661129,703117,792502,441317,305355,2903420,2,2,2
5626,201148,31,NORD-PAS-DE-CALAIS,126,2011,48,11,281.4554166666667,101911.16666666669,3.4324999999999997,15.9,90.725,5626,126,1085537,1074019,1062213,513245,307001,4042015,3,2,2
5627,201148,52,PAYS-DE-LA-LOIRE,0,2011,48,11,285.12375,101683.16666666669,2.9795833333333333,31.4,88.14583333333333,5627,0,918142,879018,954546,513503,335904,3601113,2,2,2
5628,201148,22,PICARDIE,10,2011,48,11,281.5654811715481,101866.8619246862,4.110041841004184,33.4,92.31380753138076,5628,10,499506,481778,526267,259503,151101,1918155,4,3,2
5629,201148,54,POITOU-CHARENTES,78,2011,48,11,285.6176409185804,101760.87866108786,3.668267223382046,69.3,86.92468619246861,5629,78,398192,395154,487005,294917,202505,1777773,2,1,1
5630,201148,93,PROVENCE-ALPES-COTE-D-AZUR,64,2011,48,11,285.7171891327063,101953.22175732216,5.059979101358412,616.1,69.25182863113898,5630,64,1135570,1156231,1323397,791794,509077,4916069,3,2,2
5631,201148,11,ILE-DE-FRANCE,29,2011,48,11,282.28625,101919.95833333331,2.339583333333333,29.7,91.65,5631,29,3071017,3493039,3131223,1383699,773873,11852851,4,3,3
5632,201148,82,RHONE-ALPES,43,2011,48,11,282.98499999999996,102042.375,2.4539583333333335,264.7,83.07916666666667,5632,43,1593489,1620992,1670893,870502,527665,6283541,3,2,2
5633,201147,42,ALSACE,14,2011,47,11,279.1958333333333,102221.20833333331,1.862291666666667,6.4,88.97291666666666,5633,14,448112,479905,526481,250849,146978,1852325,2,2,2
5634,201147,72,AQUITAINE,17,2011,47,11,284.97479166666665,101891.58808933002,2.650208333333333,122.4,86.85111662531017,5634,17,732120,765143,896030,516065,344875,3254233,3,2,2
5635,201147,83,AUVERGNE,21,2011,47,11,281.886974789916,101919.28870292888,2.0464285714285713,127.8,83.38235294117646,5635,21,294709,305778,375485,223830,150880,1350682,2,2,1
5636,201147,25,BASSE-NORMANDIE,0,2011,47,11,283.7801272984441,101752.94200848656,4.198019801980198,94.2,86.88967468175389,5636,0,354514,336201,401766,228888,154315,1475684,4,3,2
5637,201147,26,BOURGOGNE,50,2011,47,11,280.6558823529412,102102.7731092437,1.665126050420168,52.1,93.0126050420168,5637,50,372023,369737,450664,269109,181201,1642734,3,2,2
5638,201147,53,BRETAGNE,26,2011,47,11,285.5036534446764,101614.62395543176,4.488029661016949,79.0,85.65553235908142,5638,26,780408,757104,866181,492894,321180,3217767,2,2,2
5639,201147,24,CENTRE,33,2011,47,11,283.50437500000004,101863.27083333331,2.8114583333333334,65.0,88.13333333333334,5639,33,614629,592449,695479,392862,261416,2556835,3,2,2
5640,201147,21,CHAMPAGNE-ARDENNE,50,2011,47,11,281.705,102006.29166666669,2.5050000000000003,19.5,88.1125,5640,50,324898,328037,365168,196057,121893,1336053,3,2,2
5641,201147,94,CORSE,14,2011,47,11,287.32041666666663,101971.4375,3.0547916666666666,207.4,75.24791666666667,5641,14,65399,75182,88943,53312,31650,314486,3,0,0
5642,201147,43,FRANCHE-COMTE,81,2011,47,11,285.485666218035,101715.24955950122,3.635222672064778,75.19999999999999,77.3417297938615,5642,81,290000,286318,316818,173479,106825,1173440,3,2,2
5643,201147,23,HAUTE-NORMANDIE,0,2011,47,11,281.6325,101862.83333333331,3.818333333333334,34.8,95.0875,5643,0,469779,459077,499888,255855,154794,1839393,4,3,2
5644,201147,91,LANGUEDOC-ROUSSILLON,115,2011,47,11,287.0502096436059,101853.35429769392,3.9354297693920337,559.1,81.40461215932915,5644,115,622980,619529,715033,435841,276663,2670046,2,2,2
5645,201147,74,LIMOUSIN,23,2011,47,11,284.0411392405063,101823.1223628692,2.886497890295358,52.4,81.73417721518987,5645,23,152694,159995,203959,127575,96849,741072,3,2,2
5646,201147,41,LORRAINE,6,2011,47,11,279.66806722689074,102133.19327731091,2.376890756302521,18.6,93.33193277310924,5646,6,555561,594060,658097,336827,206112,2350657,3,2,2
5647,201147,73,MIDI-PYRENEES,5,2011,47,11,283.9803691275168,101794.14429530202,2.88246644295302,382.3,82.82130872483222,5647,5,661129,703117,792502,441317,305355,2903420,2,2,2
5648,201147,31,NORD-PAS-DE-CALAIS,68,2011,47,11,281.4554166666667,101911.16666666669,3.4324999999999997,15.9,90.725,5648,68,1085537,1074019,1062213,513245,307001,4042015,3,2,2
5649,201147,52,PAYS-DE-LA-LOIRE,2,2011,47,11,285.12375,101683.16666666669,2.9795833333333333,31.4,88.14583333333333,5649,2,918142,879018,954546,513503,335904,3601113,2,2,2
5650,201147,22,PICARDIE,13,2011,47,11,281.5654811715481,101866.8619246862,4.110041841004184,33.4,92.31380753138076,5650,13,499506,481778,526267,259503,151101,1918155,4,3,2
5651,201147,54,POITOU-CHARENTES,50,2011,47,11,285.6176409185804,101760.87866108786,3.668267223382046,69.3,86.92468619246861,5651,50,398192,395154,487005,294917,202505,1777773,2,1,1
5652,201147,93,PROVENCE-ALPES-COTE-D-AZUR,9,2011,47,11,285.7171891327063,101953.22175732216,5.059979101358412,616.1,69.25182863113898,5652,9,1135570,1156231,1323397,791794,509077,4916069,3,2,2
5653,201147,11,ILE-DE-FRANCE,23,2011,47,11,282.28625,101919.95833333331,2.339583333333333,29.7,91.65,5653,23,3071017,3493039,3131223,1383699,773873,11852851,4,3,3
5654,201147,82,RHONE-ALPES,42,2011,47,11,282.98499999999996,102042.375,2.4539583333333335,264.7,83.07916666666667,5654,42,1593489,1620992,1670893,870502,527665,6283541,3,2,2
5655,201146,42,ALSACE,9,2011,46,11,279.1958333333333,102221.20833333331,1.862291666666667,6.4,88.97291666666666,5655,9,448112,479905,526481,250849,146978,1852325,2,2,2
5656,201146,72,AQUITAINE,62,2011,46,11,284.97479166666665,101891.58808933002,2.650208333333333,122.4,86.85111662531017,5656,62,732120,765143,896030,516065,344875,3254233,3,2,2
5657,201146,83,AUVERGNE,14,2011,46,11,281.886974789916,101919.28870292888,2.0464285714285713,127.8,83.38235294117646,5657,14,294709,305778,375485,223830,150880,1350682,2,2,1
5658,201146,25,BASSE-NORMANDIE,7,2011,46,11,283.7801272984441,101752.94200848656,4.198019801980198,94.2,86.88967468175389,5658,7,354514,336201,401766,228888,154315,1475684,4,3,2
5659,201146,26,BOURGOGNE,0,2011,46,11,280.6558823529412,102102.7731092437,1.665126050420168,52.1,93.0126050420168,5659,0,372023,369737,450664,269109,181201,1642734,3,2,2
5660,201146,53,BRETAGNE,103,2011,46,11,285.5036534446764,101614.62395543176,4.488029661016949,79.0,85.65553235908142,5660,103,780408,757104,866181,492894,321180,3217767,2,2,2
5661,201146,24,CENTRE,75,2011,46,11,283.50437500000004,101863.27083333331,2.8114583333333334,65.0,88.13333333333334,5661,75,614629,592449,695479,392862,261416,2556835,3,2,2
5662,201146,21,CHAMPAGNE-ARDENNE,60,2011,46,11,281.705,102006.29166666669,2.5050000000000003,19.5,88.1125,5662,60,324898,328037,365168,196057,121893,1336053,3,2,2
5663,201146,94,CORSE,9,2011,46,11,287.32041666666663,101971.4375,3.0547916666666666,207.4,75.24791666666667,5663,9,65399,75182,88943,53312,31650,314486,3,0,0
5664,201146,43,FRANCHE-COMTE,56,2011,46,11,285.485666218035,101715.24955950122,3.635222672064778,75.19999999999999,77.3417297938615,5664,56,290000,286318,316818,173479,106825,1173440,3,2,2
5665,201146,23,HAUTE-NORMANDIE,12,2011,46,11,281.6325,101862.83333333331,3.818333333333334,34.8,95.0875,5665,12,469779,459077,499888,255855,154794,1839393,4,3,2
5666,201146,91,LANGUEDOC-ROUSSILLON,122,2011,46,11,287.0502096436059,101853.35429769392,3.9354297693920337,559.1,81.40461215932915,5666,122,622980,619529,715033,435841,276663,2670046,2,2,2
