TauxGrippe,region_code,region_name,week,date,saison,tminsol,nbas,n,td,ff,t,u,vv
71,41,LORRAINE,201152,2011-12-26,Hiver,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
23,73,MIDI-PYRENEES,201152,2011-12-26,Hiver,273.2928571428571,4.2615384615384615,58.82716049382716,276.49107142857144,3.314285714285714,280.05357142857144,79.16964285714286,20964.285714285717
107,31,NORD-PAS-DE-CALAIS,201152,2011-12-26,Hiver,278.72142857142853,6.670886075949367,88.21428571428571,279.28303571428575,5.898214285714286,281.2892857142857,87.47321428571429,19054.054054054053
15,52,PAYS-DE-LA-LOIRE,201152,2011-12-26,Hiver,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
61,22,PICARDIE,201152,2011-12-26,Hiver,278.72142857142853,6.670886075949367,88.21428571428571,279.28303571428575,5.898214285714286,281.2892857142857,87.47321428571429,19054.054054054053
28,54,POITOU-CHARENTES,201152,2011-12-26,Hiver,276.8642857142857,5.809523809523809,91.10526315789474,279.02410714285713,3.844642857142857,279.9946428571429,93.83928571428572,15236.607142857143
20,93,PROVENCE-ALPES-COTE-D-AZUR,201152,2011-12-26,Hiver,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
73,11,ILE-DE-FRANCE,201152,2011-12-26,Hiver,276.43571428571425,6.170212765957447,77.82142857142857,278.6392857142857,3.916071428571428,280.07142857142856,91.05357142857144,13573.214285714286
66,82,RHONE-ALPES,201152,2011-12-26,Hiver,272.8642857142857,6.886363636363637,91.16071428571428,275.50714285714287,2.2660714285714287,276.60535714285714,92.76785714285714,8112.5
79,42,ALSACE,201151,2011-12-19,Hiver,274.0071428571428,4.166666666666667,98.252427184466,275.2785714285714,3.034821428571429,277.1116071428572,88.26785714285714,25150.89285714286
50,72,AQUITAINE,201151,2011-12-19,Hiver,276.2928571428571,5.320987654320987,70.3211009174312,279.08214285714286,3.7080357142857134,280.9633928571429,88.40178571428571,18029.464285714286
4,83,AUVERGNE,201151,2011-12-19,Hiver,275.15,5.545454545454546,76.96428571428571,276.37857142857143,2.455357142857143,279.1767857142857,82.83928571428571,19732.14285714286
13,25,BASSE-NORMANDIE,201151,2011-12-19,Hiver,277.5071428571428,5.783333333333333,87.24358974358974,278.94375,4.4035714285714285,281.025,86.97321428571429,28771.951219512197
34,26,BOURGOGNE,201151,2011-12-19,Hiver,275.07857142857137,6.076923076923077,94.36842105263158,276.9991071428572,2.724107142857143,278.43035714285713,90.82142857142856,18598.214285714286
70,53,BRETAGNE,201151,2011-12-19,Hiver,278.5071428571428,6.6454545454545455,90.70987654320987,280.32738095238096,4.814285714285714,282.67559523809524,85.7797619047619,22690.419161676647
36,24,CENTRE,201151,2011-12-19,Hiver,276.22142857142853,5.910256410256411,86.54807692307692,278.48125,3.1392857142857147,279.9946428571429,90.40178571428572,16963.39285714286
13,21,CHAMPAGNE-ARDENNE,201151,2011-12-19,Hiver,275.43571428571425,5.75,83.39285714285714,277.225,4.555357142857143,279.12142857142857,87.76785714285714,15483.92857142857
21,94,CORSE,201151,2011-12-19,Hiver,274.22142857142853,2.4722222222222223,30.097087378640776,274.4607142857143,3.463392857142857,281.1205357142857,65.15178571428571,30120.535714285717
0,43,FRANCHE-COMTE,201151,2011-12-19,Hiver,273.57857142857137,6.325581395348837,93.51485148514853,275.1589285714286,2.976785714285714,276.82142857142856,89.16071428571429,19785.714285714286
22,23,HAUTE-NORMANDIE,201151,2011-12-19,Hiver,274.57857142857137,6.607142857142857,90.1219512195122,279.8589285714286,6.772321428571429,282.09464285714284,86.48214285714286,21828.735632183907
74,91,LANGUEDOC-ROUSSILLON,201151,2011-12-19,Hiver,276.15,4.36986301369863,59.125,276.4276785714286,4.4696428571428575,281.3071428571429,73.75,36437.5
77,74,LIMOUSIN,201151,2011-12-19,Hiver,276.5071428571428,6.142857142857143,89.06930693069307,278.42657657657657,2.973873873873874,279.70225225225226,91.82882882882885,19890.99099099099
32,41,LORRAINE,201151,2011-12-19,Hiver,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
38,73,MIDI-PYRENEES,201151,2011-12-19,Hiver,274.8642857142857,5.576271186440678,70.3625,277.3026785714286,3.7142857142857135,279.9732142857143,83.54464285714286,19646.34146341464
0,31,NORD-PAS-DE-CALAIS,201151,2011-12-19,Hiver,277.2928571428571,6.073170731707317,87.44047619047619,278.1830357142857,5.154464285714285,280.1151785714286,87.70535714285714,20369.64285714286
30,52,PAYS-DE-LA-LOIRE,201151,2011-12-19,Hiver,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
32,22,PICARDIE,201151,2011-12-19,Hiver,277.2928571428571,6.073170731707317,87.44047619047619,278.1830357142857,5.154464285714285,280.1151785714286,87.70535714285714,20369.64285714286
11,54,POITOU-CHARENTES,201151,2011-12-19,Hiver,277.0071428571428,6.22,90.1010101010101,278.8651785714286,2.9482142857142857,280.26875,91.0625,19992.85714285714
42,93,PROVENCE-ALPES-COTE-D-AZUR,201151,2011-12-19,Hiver,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
26,11,ILE-DE-FRANCE,201151,2011-12-19,Hiver,275.43571428571425,5.826923076923077,82.60714285714286,278.43571428571425,3.6553571428571434,280.06428571428575,89.76785714285714,18128.571428571428
69,82,RHONE-ALPES,201151,2011-12-19,Hiver,274.15,6.117647058823529,75.63636363636364,275.1732142857143,2.605357142857143,276.9642857142857,88.42857142857143,14126.785714285714
21,42,ALSACE,201150,2011-12-12,Hiver,275.07857142857137,4.166666666666667,96.41304347826087,275.5545045045045,5.767567567567568,278.7734234234234,80.27927927927928,44518.91891891892
45,72,AQUITAINE,201150,2011-12-12,Hiver,278.15,4.73469387755102,79.9047619047619,278.5545871559633,5.290825688073395,281.67201834862385,81.35779816513761,23238.532110091743
13,83,AUVERGNE,201150,2011-12-12,Hiver,275.8642857142857,4.60377358490566,74.73214285714286,275.00892857142856,5.641071428571428,279.9625,71.41071428571429,25017.85714285714
11,25,BASSE-NORMANDIE,201150,2011-12-12,Hiver,276.22142857142853,4.216666666666667,70.1923076923077,276.65803571428575,6.745535714285714,279.48214285714283,82.48214285714286,31351.19047619048
10,26,BOURGOGNE,201150,2011-12-12,Hiver,275.93571428571425,5.464285714285714,90.06172839506173,276.55,6.1693693693693685,279.28783783783786,83.01801801801801,31753.153153153155
75,53,BRETAGNE,201150,2011-12-12,Hiver,277.07857142857137,6.171171171171171,86.38513513513513,277.3791139240506,7.184049079754601,280.65759493670885,80.42405063291139,22926.94610778443
71,24,CENTRE,201150,2011-12-12,Hiver,276.8642857142857,4.9375,74.11111111111111,277.14464285714286,6.320535714285714,279.80357142857144,83.69642857142857,21375.0
65,21,CHAMPAGNE-ARDENNE,201150,2011-12-12,Hiver,276.2928571428571,5.678571428571429,77.85714285714286,276.28214285714284,8.198214285714286,279.3178571428571,81.28571428571429,19835.714285714286
21,94,CORSE,201150,2011-12-12,Hiver,279.57857142857137,3.323529411764706,63.45794392523364,277.9741071428571,4.799107142857143,285.2446428571429,63.65178571428572,27107.14285714286
27,43,FRANCHE-COMTE,201150,2011-12-12,Hiver,274.07857142857137,5.428571428571429,91.8877551020408,275.6563063063063,5.494594594594594,278.60585585585585,81.83783783783784,33927.92792792793
0,23,HAUTE-NORMANDIE,201150,2011-12-12,Hiver,275.2928571428571,6.0625,84.93243243243244,276.6787671232877,7.6205479452054785,279.2650684931507,84.27397260273973,25654.32098765432
101,91,LANGUEDOC-ROUSSILLON,201150,2011-12-12,Hiver,276.43571428571425,3.4505494505494507,69.12621359223301,276.6784403669725,4.58348623853211,281.2692660550459,74.36697247706422,33963.30275229358
93,74,LIMOUSIN,201150,2011-12-12,Hiver,276.7928571428571,5.037735849056604,84.34020618556701,277.6723214285714,5.964285714285714,279.4794642857143,88.55357142857143,30741.964285714286
12,41,LORRAINE,201150,2011-12-12,Hiver,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
32,73,MIDI-PYRENEES,201150,2011-12-12,Hiver,274.65,4.232876712328767,82.37179487179488,276.3114678899083,4.107339449541285,280.1105504587156,77.58715596330275,23437.5
118,31,NORD-PAS-DE-CALAIS,201150,2011-12-12,Hiver,276.57857142857137,5.493827160493828,76.62650602409639,276.3071428571429,6.852678571428571,278.6276785714286,85.28571428571429,22464.285714285717
3,52,PAYS-DE-LA-LOIRE,201150,2011-12-12,Hiver,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
0,22,PICARDIE,201150,2011-12-12,Hiver,276.57857142857137,5.493827160493828,76.62650602409639,276.3071428571429,6.852678571428571,278.6276785714286,85.28571428571429,22464.285714285717
0,54,POITOU-CHARENTES,201150,2011-12-12,Hiver,277.15,4.69811320754717,80.06172839506173,277.74821428571425,6.347321428571428,280.13125,85.25892857142857,26800.0
27,93,PROVENCE-ALPES-COTE-D-AZUR,201150,2011-12-12,Hiver,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
48,11,ILE-DE-FRANCE,201150,2011-12-12,Hiver,276.57857142857137,4.653846153846154,68.61111111111111,277.0517857142857,6.405357142857143,279.6196428571429,84.25,22678.571428571428
85,82,RHONE-ALPES,201150,2011-12-12,Hiver,277.0071428571428,5.584905660377358,80.17857142857143,275.50714285714287,5.4071428571428575,280.1125,73.25,29625.0
26,42,ALSACE,201149,2011-12-05,Hiver,276.0071428571428,4.166666666666667,98.17204301075267,276.913963963964,4.123423423423423,279.7346846846847,82.76576576576576,39521.62162162162
42,72,AQUITAINE,201149,2011-12-05,Hiver,280.2928571428571,5.44,83.45454545454545,281.4633928571429,3.4035714285714285,283.7973214285714,86.0625,21610.714285714286
56,83,AUVERGNE,201149,2011-12-05,Hiver,277.8642857142857,5.444444444444445,82.94642857142857,277.8428571428572,2.9250000000000003,282.30892857142857,74.28571428571429,30189.285714285717
7,25,BASSE-NORMANDIE,201149,2011-12-05,Hiver,275.5071428571428,5.133333333333334,82.67088607594937,277.7455357142857,4.427027027027027,279.8982142857143,86.41071428571429,27230.12048192771
28,26,BOURGOGNE,201149,2011-12-05,Hiver,277.72142857142853,5.666666666666667,95.33695652173913,279.10675675675674,4.128828828828829,281.13828828828827,87.28828828828829,27777.47747747748
51,53,BRETAGNE,201149,2011-12-05,Hiver,276.43571428571425,6.009090909090909,84.91946308724832,278.94226190476195,4.747023809523809,281.63154761904764,83.79166666666667,23169.57831325301
28,24,CENTRE,201149,2011-12-05,Hiver,276.93571428571425,4.784810126582278,80.21649484536083,279.075,4.188392857142857,280.82589285714283,89.02678571428571,18687.5
58,21,CHAMPAGNE-ARDENNE,201149,2011-12-05,Hiver,276.0071428571428,5.148148148148148,79.28571428571429,277.50714285714287,5.398214285714286,279.76964285714286,85.75,16366.07142857143
19,94,CORSE,201149,2011-12-05,Hiver,281.3642857142857,3.764705882352941,71.27358490566037,280.7,3.1348214285714286,287.1955357142857,66.69642857142857,24544.64285714286
50,43,FRANCHE-COMTE,201149,2011-12-05,Hiver,276.72142857142853,5.727272727272728,93.3980582524272,277.69774774774777,4.021621621621621,280.2013513513513,84.54054054054055,31715.315315315314
9,23,HAUTE-NORMANDIE,201149,2011-12-05,Hiver,274.2928571428571,6.136363636363637,86.0989010989011,277.8803571428571,4.501785714285714,279.00714285714287,92.64285714285714,22706.18556701031
35,91,LANGUEDOC-ROUSSILLON,201149,2011-12-05,Hiver,278.7928571428571,3.772727272727273,70.4368932038835,279.6610091743119,3.389908256880734,283.30045871559633,79.4954128440367,31719.26605504587
101,74,LIMOUSIN,201149,2011-12-05,Hiver,279.2928571428571,6.2075471698113205,94.8317757009346,280.7553571428571,3.744642857142857,281.84375,93.08928571428572,22840.17857142857
15,41,LORRAINE,201149,2011-12-05,Hiver,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
11,73,MIDI-PYRENEES,201149,2011-12-05,Hiver,276.43571428571425,4.328767123287672,75.1219512195122,278.5767857142857,2.6035714285714286,282.01875,80.13392857142857,22631.32530120482
83,31,NORD-PAS-DE-CALAIS,201149,2011-12-05,Hiver,275.3642857142857,4.338028169014085,61.845238095238095,275.81306306306305,5.636036036036036,279.3364864864865,78.89189189189189,29520.72072072072
9,52,PAYS-DE-LA-LOIRE,201149,2011-12-05,Hiver,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
23,22,PICARDIE,201149,2011-12-05,Hiver,275.3642857142857,4.338028169014085,61.845238095238095,275.81306306306305,5.636036036036036,279.3364864864865,78.89189189189189,29520.72072072072
0,54,POITOU-CHARENTES,201149,2011-12-05,Hiver,279.22142857142853,5.576923076923077,92.76842105263158,280.61607142857144,4.239285714285715,282.19375,90.125,22337.5
26,93,PROVENCE-ALPES-COTE-D-AZUR,201149,2011-12-05,Hiver,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
55,11,ILE-DE-FRANCE,201149,2011-12-05,Hiver,275.0071428571428,4.326923076923077,71.01851851851852,277.98214285714283,4.107142857142857,279.7142857142857,89.125,20751.785714285717
94,82,RHONE-ALPES,201149,2011-12-05,Hiver,278.2928571428571,5.339622641509434,80.76785714285714,278.0482142857143,2.646428571428572,281.2142857142857,81.03571428571429,20767.85714285714
22,42,ALSACE,201148,2011-11-28,Automne,275.65,3.0,97.6063829787234,278.8109090909091,3.332727272727273,280.73727272727274,88.22727272727273,19150.90909090909
75,72,AQUITAINE,201148,2011-11-28,Automne,278.7928571428571,4.094736842105263,83.4770642201835,280.575,3.210714285714286,283.2392857142857,84.64285714285714,17288.39285714286
59,83,AUVERGNE,201148,2011-11-28,Automne,277.15,4.113207547169812,76.27272727272727,278.3232142857143,3.560714285714286,282.8267857142857,74.64285714285714,24303.571428571428
3,25,BASSE-NORMANDIE,201148,2011-11-28,Automne,277.0071428571428,5.316666666666666,86.29113924050633,280.50892857142856,4.747321428571429,282.14375,89.69642857142857,20236.904761904763
21,26,BOURGOGNE,201148,2011-11-28,Automne,277.8642857142857,4.730769230769231,96.51764705882351,280.11636363636364,3.618181818181818,281.76545454545453,89.9090909090909,13981.818181818182
167,53,BRETAGNE,201148,2011-11-28,Automne,279.0071428571428,5.472222222222222,85.48076923076923,281.7350299401198,5.41948051948052,283.8182634730539,87.437125748503,21710.84337349397
10,24,CENTRE,201148,2011-11-28,Automne,277.43571428571425,4.910256410256411,86.53763440860214,280.38125,3.7705357142857134,282.0964285714286,89.57142857142857,14860.714285714286
24,21,CHAMPAGNE-ARDENNE,201148,2011-11-28,Automne,276.0071428571428,5.62962962962963,85.55555555555556,279.50357142857143,4.5625,281.61607142857144,87.10714285714286,14033.92857142857
14,94,CORSE,201148,2011-11-28,Automne,280.2928571428571,2.77319587628866,43.820754716981135,281.84375,2.724107142857143,286.2267857142857,75.75,24285.714285714286
114,43,FRANCHE-COMTE,201148,2011-11-28,Automne,275.5071428571428,4.478260869565218,90.4158415841584,278.76454545454544,3.105454545454545,280.70181818181817,88.08181818181818,13570.90909090909
22,23,HAUTE-NORMANDIE,201148,2011-11-28,Automne,275.43571428571425,6.107692307692307,84.0,281.0747706422018,7.160550458715596,283.1105504587156,87.88073394495413,16880.41237113402
52,91,LANGUEDOC-ROUSSILLON,201148,2011-11-28,Automne,278.22142857142853,3.8,76.52884615384616,280.78818181818184,3.210909090909091,283.5854545454546,83.60909090909091,19257.272727272728
81,74,LIMOUSIN,201148,2011-11-28,Automne,278.93571428571425,5.1,90.21,280.70982142857144,3.892857142857143,282.1901785714286,90.89285714285714,18296.875
46,41,LORRAINE,201148,2011-11-28,Automne,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
6,73,MIDI-PYRENEES,201148,2011-11-28,Automne,274.5071428571428,4.144927536231884,75.60493827160494,277.72589285714287,2.061607142857143,281.1705357142857,80.27678571428571,19322.89156626506
126,31,NORD-PAS-DE-CALAIS,201148,2011-11-28,Automne,277.22142857142853,5.1866666666666665,72.2289156626506,279.41875,5.370535714285714,281.25625,88.54464285714286,18992.727272727272
0,52,PAYS-DE-LA-LOIRE,201148,2011-11-28,Automne,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
10,22,PICARDIE,201148,2011-11-28,Automne,277.22142857142853,5.1866666666666665,72.2289156626506,279.41875,5.370535714285714,281.25625,88.54464285714286,18992.727272727272
78,54,POITOU-CHARENTES,201148,2011-11-28,Automne,279.15,5.038461538461538,93.22727272727272,281.025,3.789285714285714,282.6428571428572,90.13392857142856,17567.85714285714
64,93,PROVENCE-ALPES-COTE-D-AZUR,201148,2011-11-28,Automne,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
29,11,ILE-DE-FRANCE,201148,2011-11-28,Automne,276.0071428571428,4.962264150943396,81.26785714285714,280.18035714285713,4.019642857142857,281.7839285714286,90.16071428571428,16021.42857142857
43,82,RHONE-ALPES,201148,2011-11-28,Automne,276.31666666666666,4.0,79.55555555555556,279.3772727272727,3.829090909090909,282.47727272727275,81.83636363636364,18585.454545454544
14,42,ALSACE,201147,2011-11-21,Automne,273.57857142857137,4.166666666666667,100.23456790123456,276.0175675675676,1.5990990990990992,277.3418918918919,91.65765765765764,6606.306306306306
17,72,AQUITAINE,201147,2011-11-21,Automne,279.0071428571428,4.888888888888889,77.51886792452831,280.90446428571425,2.136607142857143,282.5892857142857,89.99107142857143,9659.82142857143
21,83,AUVERGNE,201147,2011-11-21,Automne,274.0071428571428,3.891304347826087,55.267857142857146,277.94464285714287,1.2714285714285716,280.9428571428571,82.42857142857143,20791.071428571428
0,25,BASSE-NORMANDIE,201147,2011-11-21,Automne,275.57857142857137,4.526315789473684,83.06944444444444,280.2125,2.6455357142857143,281.63392857142856,91.14285714285714,11606.02409638554
50,26,BOURGOGNE,201147,2011-11-21,Automne,276.5071428571428,5.25,95.01388888888889,278.4932432432432,1.7954954954954956,280.0563063063063,90.45045045045045,8432.432432432432
26,53,BRETAGNE,201147,2011-11-21,Automne,277.5071428571428,4.905263157894737,78.34640522875817,281.6059523809524,3.075,283.55357142857144,88.31547619047619,14110.843373493975
33,24,CENTRE,201147,2011-11-21,Automne,277.3642857142857,5.47887323943662,84.75531914893617,280.04285714285714,1.9080357142857145,281.24821428571425,92.53571428571428,7449.107142857143
50,21,CHAMPAGNE-ARDENNE,201147,2011-11-21,Automne,274.72142857142853,5.739130434782608,77.64285714285714,277.87857142857143,2.0375,279.1303571428571,92.07142857142856,6085.714285714285
14,94,CORSE,201147,2011-11-21,Automne,282.22142857142853,3.239130434782609,47.98165137614679,282.8178571428571,3.149107142857143,286.75625,77.9375,23334.821428571428
81,43,FRANCHE-COMTE,201147,2011-11-21,Automne,272.8642857142857,4.0,85.81176470588235,275.8635135135135,1.90990990990991,277.6121621621622,89.26126126126127,8001.801801801802
0,23,HAUTE-NORMANDIE,201147,2011-11-21,Automne,273.8642857142857,4.306451612903226,71.70238095238095,281.33125,4.655357142857143,283.47767857142856,87.41964285714286,11217.0
115,91,LANGUEDOC-ROUSSILLON,201147,2011-11-21,Automne,278.93571428571425,4.935483870967742,58.693069306930695,280.29375,2.258035714285714,283.3875,82.45535714285714,18963.39285714286
23,74,LIMOUSIN,201147,2011-11-21,Automne,278.15,3.871794871794872,84.6236559139785,280.40688073394494,2.0834862385321102,282.4784403669725,88.11009174311927,14599.08256880734
6,41,LORRAINE,201147,2011-11-21,Automne,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
5,73,MIDI-PYRENEES,201147,2011-11-21,Automne,275.72142857142853,4.854545454545455,66.0375,279.3696428571429,1.6785714285714286,281.7598214285714,85.91964285714286,16058.333333333334
68,31,NORD-PAS-DE-CALAIS,201147,2011-11-21,Automne,276.7928571428571,4.698412698412699,81.38095238095238,279.55892857142857,3.253571428571429,280.82410714285714,92.0625,8591.891891891892
2,52,PAYS-DE-LA-LOIRE,201147,2011-11-21,Automne,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
13,22,PICARDIE,201147,2011-11-21,Automne,276.7928571428571,4.698412698412699,81.38095238095238,279.55892857142857,3.253571428571429,280.82410714285714,92.0625,8591.891891891892
50,54,POITOU-CHARENTES,201147,2011-11-21,Automne,278.57857142857137,5.205128205128205,91.438202247191,280.6535714285714,1.9401785714285715,282.0169642857143,91.8125,9038.392857142857
9,93,PROVENCE-ALPES-COTE-D-AZUR,201147,2011-11-21,Automne,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
23,11,ILE-DE-FRANCE,201147,2011-11-21,Automne,276.15,5.568627450980392,80.75,280.30535714285713,2.025,281.2053571428572,94.25,6376.785714285715
42,82,RHONE-ALPES,201147,2011-11-21,Automne,273.8642857142857,5.933333333333334,73.73214285714286,276.2857142857143,1.4553571428571428,278.24285714285713,87.98214285714286,4385.714285714285
9,42,ALSACE,201146,2011-11-14,Automne,275.2928571428571,4.166666666666667,99.70476190476192,276.5526785714286,1.3339285714285716,277.47589285714287,93.92857142857144,3394.1964285714284
62,72,AQUITAINE,201146,2011-11-14,Automne,281.43571428571425,2.459183673469388,61.86915887850467,282.6116071428572,3.911607142857143,286.3616071428572,78.9375,21833.92857142857
14,83,AUVERGNE,201146,2011-11-14,Automne,275.8642857142857,3.2,59.62264150943396,277.8464285714286,2.15,282.73035714285714,72.98214285714286,29089.285714285717
7,25,BASSE-NORMANDIE,201146,2011-11-14,Automne,274.43571428571425,2.8653846153846154,53.40909090909091,278.73214285714283,2.7348214285714287,280.8589285714286,87.15178571428571,14838.09523809524
0,26,BOURGOGNE,201146,2011-11-14,Automne,276.3642857142857,2.7777777777777777,83.53086419753086,278.1732142857143,2.274107142857143,279.91785714285714,89.625,9259.82142857143
103,53,BRETAGNE,201146,2011-11-14,Automne,279.5071428571428,3.830188679245283,67.7080291970803,282.1928571428572,3.510778443113772,284.71011904761906,85.11309523809524,16984.939759036144
75,24,CENTRE,201146,2011-11-14,Automne,274.8642857142857,3.3380281690140845,53.90476190476191,278.73125,2.4660714285714285,280.8098214285714,87.72321428571429,12072.32142857143
60,21,CHAMPAGNE-ARDENNE,201146,2011-11-14,Automne,273.0071428571428,3.5,52.5,277.75714285714287,2.083928571428572,280.0678571428571,86.21428571428571,9862.5
9,94,CORSE,201146,2011-11-14,Automne,278.0071428571428,2.486842105263158,36.81372549019608,279.6125,2.68125,285.07142857142856,70.91071428571429,25714.285714285717
56,43,FRANCHE-COMTE,201146,2011-11-14,Automne,274.7928571428571,3.952380952380953,81.48571428571428,276.08482142857144,1.6580357142857145,278.0785714285714,88.17857142857143,6237.5
12,23,HAUTE-NORMANDIE,201146,2011-11-14,Automne,273.43571428571425,3.8541666666666665,67.18072289156626,280.08214285714286,4.464285714285714,281.8776785714286,89.40178571428571,10361.61616161616
122,91,LANGUEDOC-ROUSSILLON,201146,2011-11-14,Automne,281.2928571428571,3.511111111111111,71.60194174757281,282.18928571428575,4.341964285714286,286.1357142857143,77.69642857142857,20776.785714285717
5,74,LIMOUSIN,201146,2011-11-14,Automne,279.3642857142857,2.826923076923077,67.13333333333334,279.9741071428571,2.648214285714286,284.2089285714286,76.26785714285714,34616.07142857143
10,41,LORRAINE,201146,2011-11-14,Automne,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
5,73,MIDI-PYRENEES,201146,2011-11-14,Automne,278.22142857142853,2.013888888888889,58.9240506329114,280.8794642857143,3.0107142857142857,285.0339285714286,76.89285714285714,26174.698795180724
51,31,NORD-PAS-DE-CALAIS,201146,2011-11-14,Automne,275.15,6.148936170212766,69.3855421686747,277.37342342342345,3.118018018018018,277.9986486486486,95.87387387387388,2373.394495412844
19,52,PAYS-DE-LA-LOIRE,201146,2011-11-14,Automne,279.22142857142853,4.166666666666667,68.85297223102101,281.20272727272726,3.456052927927928,285.5148648648649,77.86755952380952,20643.73869801085
17,22,PICARDIE,201146,2011-11-14,Automne,275.15,6.148936170212766,69.3855421686747,277.37342342342345,3.118018018018018,277.9986486486486,95.87387387387388,2373.394495412844
11,54,POITOU-CHARENTES,201146,2011-11-14,Automne,277.43571428571425,2.843137254901961,60.833333333333336,279.79375,2.8794642857142856,283.0526785714286,81.3125,23034.821428571428
