Id,week,region_code,region_name,TauxGrippe,year,week_num,date,month,t,pmer,ff,rr24,u
5593,201149,26,BOURGOGNE,28,2011,49,2011-12-05,12,278.61285714285714,102035.42857142857,4.084897959183674,107.2,88.21632653061225
5594,201149,53,BRETAGNE,51,2011,49,2011-12-05,12,282.58863404689095,101888.73297002725,6.4247464503042595,315.3,83.03669724770643
5595,201149,24,CENTRE,28,2011,49,2011-12-05,12,280.76693548387095,102018.77016129032,4.320564516129032,274.1,88.70967741935483
5596,201149,21,CHAMPAGNE-ARDENNE,58,2011,49,2011-12-05,12,279.6701612903226,101834.4758064516,5.737903225806452,105.2,85.8991935483871
5597,201149,94,CORSE,19,2011,49,2011-12-05,12,284.2068548387097,101883.24596774194,3.488508064516129,106.5,67.40120967741936
5598,201149,43,FRANCHE-COMTE,50,2011,49,2011-12-05,12,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
5599,201149,23,HAUTE-NORMANDIE,9,2011,49,2011-12-05,12,279.65241935483874,101620.80645161291,5.145161290322581,202.9,91.89112903225806
5600,201149,91,LANGUEDOC-ROUSSILLON,35,2011,49,2011-12-05,12,283.2019269776876,102260.91277890466,4.776064908722109,7.3999999999999995,68.4604462474645
5601,201149,74,LIMOUSIN,101,2011,49,2011-12-05,12,279.75607287449395,102251.13360323886,3.7263157894736842,181.9,91.52631578947368
5602,201149,41,LORRAINE,15,2011,49,2011-12-05,12,277.9813008130081,101789.0243902439,5.54390243902439,167.0,90.17479674796748
5603,201149,73,MIDI-PYRENEES,11,2011,49,2011-12-05,12,280.12775061124694,102483.83863080684,3.5650366748166262,371.2,83.67400162999185
5604,201149,31,NORD-PAS-DE-CALAIS,83,2011,49,2011-12-05,12,279.5770161290323,101348.34677419355,5.70725806451613,157.1,85.83064516129032
5605,201149,52,PAYS-DE-LA-LOIRE,9,2011,49,2011-12-05,12,281.99637096774194,102043.95161290323,4.013008130081301,157.6,88.50806451612904
5606,201149,22,PICARDIE,23,2011,49,2011-12-05,12,280.3961538461539,101440.4858299595,5.973279352226721,178.4,84.37246963562752
5607,201149,54,POITOU-CHARENTES,0,2011,49,2011-12-05,12,282.8397177419355,102190.1008064516,6.307862903225806,263.0,86.4899193548387
5608,201149,93,PROVENCE-ALPES-COTE-D-AZUR,26,2011,49,2011-12-05,12,281.3872351160444,101938.68102288022,5.027144298688193,134.4,66.06659939455096
5609,201149,11,ILE-DE-FRANCE,55,2011,49,2011-12-05,12,280.0963709677419,101740.80645161291,4.563709677419355,102.8,88.47177419354838
5610,201149,82,RHONE-ALPES,94,2011,49,2011-12-05,12,279.6671717171717,102226.46464646465,3.1567676767676764,131.2,81.76161616161616
5611,201148,42,ALSACE,22,2011,48,2011-11-28,11,279.1958333333333,102221.20833333333,1.8622916666666667,6.4,88.97291666666666
5612,201148,72,AQUITAINE,75,2011,48,2011-11-28,11,284.97479166666665,101891.58808933002,2.650208333333333,122.4,86.85111662531017
5613,201148,83,AUVERGNE,59,2011,48,2011-11-28,11,281.886974789916,101919.28870292887,2.0464285714285713,127.80000000000001,83.38235294117646
5614,201148,25,BASSE-NORMANDIE,3,2011,48,2011-11-28,11,283.7801272984441,101752.94200848656,4.198019801980198,94.2,86.88967468175389
5615,201148,26,BOURGOGNE,21,2011,48,2011-11-28,11,280.6558823529412,102102.7731092437,1.6651260504201681,52.1,93.0126050420168
5616,201148,53,BRETAGNE,167,2011,48,2011-11-28,11,285.5036534446764,101614.62395543176,4.488029661016949,79.0,85.65553235908142
5617,201148,24,CENTRE,10,2011,48,2011-11-28,11,283.50437500000004,101863.27083333333,2.8114583333333334,65.0,88.13333333333334
5618,201148,21,CHAMPAGNE-ARDENNE,24,2011,48,2011-11-28,11,281.705,102006.29166666667,2.5050000000000003,19.5,88.1125
5619,201148,94,CORSE,14,2011,48,2011-11-28,11,287.32041666666663,101971.4375,3.0547916666666666,207.4,75.24791666666667
5620,201148,43,FRANCHE-COMTE,114,2011,48,2011-11-28,11,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
5621,201148,23,HAUTE-NORMANDIE,22,2011,48,2011-11-28,11,281.6325,101862.83333333333,3.8183333333333334,34.8,95.0875
5622,201148,91,LANGUEDOC-ROUSSILLON,52,2011,48,2011-11-28,11,287.0502096436059,101853.35429769392,3.9354297693920337,559.1,81.40461215932915
5623,201148,74,LIMOUSIN,81,2011,48,2011-11-28,11,284.0411392405063,101823.1223628692,2.8864978902953586,52.4,81.73417721518987
5624,201148,41,LORRAINE,46,2011,48,2011-11-28,11,279.66806722689074,102133.19327731093,2.376890756302521,18.6,93.33193277310924
5625,201148,73,MIDI-PYRENEES,6,2011,48,2011-11-28,11,283.9803691275168,101794.14429530202,2.88246644295302,382.3,82.82130872483222
5626,201148,31,NORD-PAS-DE-CALAIS,126,2011,48,2011-11-28,11,281.4554166666667,101911.16666666667,3.4324999999999997,15.9,90.725
5627,201148,52,PAYS-DE-LA-LOIRE,0,2011,48,2011-11-28,11,285.12375,101683.16666666667,2.9795833333333333,31.4,88.14583333333333
5628,201148,22,PICARDIE,10,2011,48,2011-11-28,11,281.5654811715481,101866.86192468619,4.110041841004184,33.4,92.31380753138075
5629,201148,54,POITOU-CHARENTES,78,2011,48,2011-11-28,11,285.6176409185804,101760.87866108786,3.668267223382046,69.3,86.92468619246861
5630,201148,93,PROVENCE-ALPES-COTE-D-AZUR,64,2011,48,2011-11-28,11,285.7171891327063,101953.22175732217,5.059979101358412,616.1,69.25182863113898
5631,201148,11,ILE-DE-FRANCE,29,2011,48,2011-11-28,11,282.28625,101919.95833333333,2.339583333333333,29.7,91.65
5632,201148,82,RHONE-ALPES,43,2011,48,2011-11-28,11,282.98499999999996,102042.375,2.4539583333333335,264.7,83.07916666666667
5633,201147,42,ALSACE,14,2011,47,2011-11-21,11,279.1958333333333,102221.20833333333,1.8622916666666667,6.4,88.97291666666666
5634,201147,72,AQUITAINE,17,2011,47,2011-11-21,11,284.97479166666665,101891.58808933002,2.650208333333333,122.4,86.85111662531017
5635,201147,83,AUVERGNE,21,2011,47,2011-11-21,11,281.886974789916,101919.28870292887,2.0464285714285713,127.80000000000001,83.38235294117646
5636,201147,25,BASSE-NORMANDIE,0,2011,47,2011-11-21,11,283.7801272984441,101752.94200848656,4.198019801980198,94.2,86.88967468175389
5637,201147,26,BOURGOGNE,50,2011,47,2011-11-21,11,280.6558823529412,102102.7731092437,1.6651260504201681,52.1,93.0126050420168
5638,201147,53,BRETAGNE,26,2011,47,2011-11-21,11,285.5036534446764,101614.62395543176,4.488029661016949,79.0,85.65553235908142
5639,201147,24,CENTRE,33,2011,47,2011-11-21,11,283.50437500000004,101863.27083333333,2.8114583333333334,65.0,88.13333333333334
5640,201147,21,CHAMPAGNE-ARDENNE,50,2011,47,2011-11-21,11,281.705,102006.29166666667,2.5050000000000003,19.5,88.1125
5641,201147,94,CORSE,14,2011,47,2011-11-21,11,287.32041666666663,101971.4375,3.0547916666666666,207.4,75.24791666666667
5642,201147,43,FRANCHE-COMTE,81,2011,47,2011-11-21,11,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
5643,201147,23,HAUTE-NORMANDIE,0,2011,47,2011-11-21,11,281.6325,101862.83333333333,3.8183333333333334,34.8,95.0875
5644,201147,91,LANGUEDOC-ROUSSILLON,115,2011,47,2011-11-21,11,287.0502096436059,101853.35429769392,3.9354297693920337,559.1,81.40461215932915
5645,201147,74,LIMOUSIN,23,2011,47,2011-11-21,11,284.0411392405063,101823.1223628692,2.8864978902953586,52.4,81.73417721518987
5646,201147,41,LORRAINE,6,2011,47,2011-11-21,11,279.66806722689074,102133.19327731093,2.376890756302521,18.6,93.33193277310924
5647,201147,73,MIDI-PYRENEES,5,2011,47,2011-11-21,11,283.9803691275168,101794.14429530202,2.88246644295302,382.3,82.82130872483222
5648,201147,31,NORD-PAS-DE-CALAIS,68,2011,47,2011-11-21,11,281.4554166666667,101911.16666666667,3.4324999999999997,15.9,90.725
5649,201147,52,PAYS-DE-LA-LOIRE,2,2011,47,2011-11-21,11,285.12375,101683.16666666667,2.9795833333333333,31.4,88.14583333333333
5650,201147,22,PICARDIE,13,2011,47,2011-11-21,11,281.5654811715481,101866.86192468619,4.110041841004184,33.4,92.31380753138075
5651,201147,54,POITOU-CHARENTES,50,2011,47,2011-11-21,11,285.6176409185804,101760.87866108786,3.668267223382046,69.3,86.92468619246861
5652,201147,93,PROVENCE-ALPES-COTE-D-AZUR,9,2011,47,2011-11-21,11,285.7171891327063,101953.22175732217,5.059979101358412,616.1,69.25182863113898
5653,201147,11,ILE-DE-FRANCE,23,2011,47,2011-11-21,11,282.28625,101919.95833333333,2.339583333333333,29.7,91.65
5654,201147,82,RHONE-ALPES,42,2011,47,2011-11-21,11,282.98499999999996,102042.375,2.4539583333333335,264.7,83.07916666666667
5655,201146,42,ALSACE,9,2011,46,2011-11-14,11,279.1958333333333,102221.20833333333,1.8622916666666667,6.4,88.97291666666666
5656,201146,72,AQUITAINE,62,2011,46,2011-11-14,11,284.97479166666665,101891.58808933002,2.650208333333333,122.4,86.85111662531017
5657,201146,83,AUVERGNE,14,2011,46,2011-11-14,11,281.886974789916,101919.28870292887,2.0464285714285713,127.80000000000001,83.38235294117646
5658,201146,25,BASSE-NORMANDIE,7,2011,46,2011-11-14,11,283.7801272984441,101752.94200848656,4.198019801980198,94.2,86.88967468175389
5659,201146,26,BOURGOGNE,0,2011,46,2011-11-14,11,280.6558823529412,102102.7731092437,1.6651260504201681,52.1,93.0126050420168
5660,201146,53,BRETAGNE,103,2011,46,2011-11-14,11,285.5036534446764,101614.62395543176,4.488029661016949,79.0,85.65553235908142
5661,201146,24,CENTRE,75,2011,46,2011-11-14,11,283.50437500000004,101863.27083333333,2.8114583333333334,65.0,88.13333333333334
5662,201146,21,CHAMPAGNE-ARDENNE,60,2011,46,2011-11-14,11,281.705,102006.29166666667,2.5050000000000003,19.5,88.1125
5663,201146,94,CORSE,9,2011,46,2011-11-14,11,287.32041666666663,101971.4375,3.0547916666666666,207.4,75.24791666666667
5664,201146,43,FRANCHE-COMTE,56,2011,46,2011-11-14,11,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
5665,201146,23,HAUTE-NORMANDIE,12,2011,46,2011-11-14,11,281.6325,101862.83333333333,3.8183333333333334,34.8,95.0875
5666,201146,91,LANGUEDOC-ROUSSILLON,122,2011,46,2011-11-14,11,287.0502096436059,101853.35429769392,3.9354297693920337,559.1,81.40461215932915
5667,201146,74,LIMOUSIN,5,2011,46,2011-11-14,11,284.0411392405063,101823.1223628692,2.8864978902953586,52.4,81.73417721518987
5668,201146,41,LORRAINE,10,2011,46,2011-11-14,11,279.66806722689074,102133.19327731093,2.376890756302521,18.6,93.33193277310924
5669,201146,73,MIDI-PYRENEES,5,2011,46,2011-11-14,11,283.9803691275168,101794.14429530202,2.88246644295302,382.3,82.82130872483222
5670,201146,31,NORD-PAS-DE-CALAIS,51,2011,46,2011-11-14,11,281.4554166666667,101911.16666666667,3.4324999999999997,15.9,90.725
5671,201146,52,PAYS-DE-LA-LOIRE,19,2011,46,2011-11-14,11,285.12375,101683.16666666667,2.9795833333333333,31.4,88.14583333333333
5672,201146,22,PICARDIE,17,2011,46,2011-11-14,11,281.5654811715481,101866.86192468619,4.110041841004184,33.4,92.31380753138075
5673,201146,54,POITOU-CHARENTES,11,2011,46,2011-11-14,11,285.6176409185804,101760.87866108786,3.668267223382046,69.3,86.92468619246861
5674,201146,93,PROVENCE-ALPES-COTE-D-AZUR,6,2011,46,2011-11-14,11,285.7171891327063,101953.22175732217,5.059979101358412,616.1,69.25182863113898
5675,201146,11,ILE-DE-FRANCE,45,2011,46,2011-11-14,11,282.28625,101919.95833333333,2.339583333333333,29.7,91.65
5676,201146,82,RHONE-ALPES,57,2011,46,2011-11-14,11,282.98499999999996,102042.375,2.4539583333333335,264.7,83.07916666666667
5677,201145,42,ALSACE,28,2011,45,2011-11-07,11,279.1958333333333,102221.20833333333,1.8622916666666667,6.4,88.97291666666666
5678,201145,72,AQUITAINE,16,2011,45,2011-11-07,11,284.97479166666665,101891.58808933002,2.650208333333333,122.4,86.85111662531017
5679,201145,83,AUVERGNE,49,2011,45,2011-11-07,11,281.886974789916,101919.28870292887,2.0464285714285713,127.80000000000001,83.38235294117646
5680,201145,25,BASSE-NORMANDIE,9,2011,45,2011-11-07,11,283.7801272984441,101752.94200848656,4.198019801980198,94.2,86.88967468175389
5681,201145,26,BOURGOGNE,0,2011,45,2011-11-07,11,280.6558823529412,102102.7731092437,1.6651260504201681,52.1,93.0126050420168
5682,201145,53,BRETAGNE,119,2011,45,2011-11-07,11,285.5036534446764,101614.62395543176,4.488029661016949,79.0,85.65553235908142
5683,201145,24,CENTRE,54,2011,45,2011-11-07,11,283.50437500000004,101863.27083333333,2.8114583333333334,65.0,88.13333333333334
5684,201145,21,CHAMPAGNE-ARDENNE,25,2011,45,2011-11-07,11,281.705,102006.29166666667,2.5050000000000003,19.5,88.1125
5685,201145,94,CORSE,0,2011,45,2011-11-07,11,287.32041666666663,101971.4375,3.0547916666666666,207.4,75.24791666666667
5686,201145,43,FRANCHE-COMTE,17,2011,45,2011-11-07,11,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
5687,201145,23,HAUTE-NORMANDIE,0,2011,45,2011-11-07,11,281.6325,101862.83333333333,3.8183333333333334,34.8,95.0875
5688,201145,91,LANGUEDOC-ROUSSILLON,64,2011,45,2011-11-07,11,287.0502096436059,101853.35429769392,3.9354297693920337,559.1,81.40461215932915
5689,201145,74,LIMOUSIN,49,2011,45,2011-11-07,11,284.0411392405063,101823.1223628692,2.8864978902953586,52.4,81.73417721518987
5690,201145,41,LORRAINE,4,2011,45,2011-11-07,11,279.66806722689074,102133.19327731093,2.376890756302521,18.6,93.33193277310924
5691,201145,73,MIDI-PYRENEES,0,2011,45,2011-11-07,11,283.9803691275168,101794.14429530202,2.88246644295302,382.3,82.82130872483222
5692,201145,31,NORD-PAS-DE-CALAIS,87,2011,45,2011-11-07,11,281.4554166666667,101911.16666666667,3.4324999999999997,15.9,90.725
5693,201145,52,PAYS-DE-LA-LOIRE,0,2011,45,2011-11-07,11,285.12375,101683.16666666667,2.9795833333333333,31.4,88.14583333333333
5694,201145,22,PICARDIE,19,2011,45,2011-11-07,11,281.5654811715481,101866.86192468619,4.110041841004184,33.4,92.31380753138075
5695,201145,54,POITOU-CHARENTES,52,2011,45,2011-11-07,11,285.6176409185804,101760.87866108786,3.668267223382046,69.3,86.92468619246861
5696,201145,93,PROVENCE-ALPES-COTE-D-AZUR,6,2011,45,2011-11-07,11,285.7171891327063,101953.22175732217,5.059979101358412,616.1,69.25182863113898
5697,201145,11,ILE-DE-FRANCE,17,2011,45,2011-11-07,11,282.28625,101919.95833333333,2.339583333333333,29.7,91.65
5698,201145,82,RHONE-ALPES,39,2011,45,2011-11-07,11,282.98499999999996,102042.375,2.4539583333333335,264.7,83.07916666666667
5699,201144,42,ALSACE,0,2011,44,2011-10-31,10,283.5504040404041,102189.43434343435,2.2741414141414142,86.6,82.18181818181819
5700,201144,72,AQUITAINE,13,2011,44,2011-10-31,10,287.57085020242914,101996.27403846153,2.1785425101214577,56.7,79.25961538461539
5701,201144,83,AUVERGNE,93,2011,44,2011-10-31,10,284.7342741935484,102118.87096774194,2.370967741935484,53.2,76.31048387096774
5702,201144,25,BASSE-NORMANDIE,0,2011,44,2011-10-31,10,286.6399864682003,101960.40595399188,4.690798376184032,58.800000000000004,79.69418132611638
5703,201144,26,BOURGOGNE,22,2011,44,2011-10-31,10,284.6842741935484,102166.93548387097,2.082258064516129,64.0,83.35483870967742
5704,201144,53,BRETAGNE,23,2011,44,2011-10-31,10,287.41723790322584,101933.10483870968,4.340322580645162,168.7,80.44858870967742
5705,201144,24,CENTRE,18,2011,44,2011-10-31,10,286.2540322580645,102086.99596774194,2.6842741935483874,78.4,80.04838709677419
5706,201144,21,CHAMPAGNE-ARDENNE,23,2011,44,2011-10-31,10,284.83427419354837,102109.83870967742,3.0306451612903227,58.1,81.07661290322581
5707,201144,94,CORSE,0,2011,44,2011-10-31,10,290.12979797979796,101870.0,3.005040322580645,56.800000000000004,66.76767676767676
5708,201144,43,FRANCHE-COMTE,8,2011,44,2011-10-31,10,285.485666218035,101715.24955950122,3.6352226720647773,75.19999999999999,77.3417297938615
5709,201144,23,HAUTE-NORMANDIE,6,2011,44,2011-10-31,10,285.41572580645163,101983.0241935484,3.845564516129032,35.0,85.97983870967742
5710,201144,91,LANGUEDOC-ROUSSILLON,41,2011,44,2011-10-31,10,290.76983805668016,101993.56275303644,4.201417004048583,200.3,64.49595141700405
5711,201144,74,LIMOUSIN,40,2011,44,2011-10-31,10,286.1056451612903,102107.8629032258,2.6588709677419353,44.60000000000001,77.66129032258064
5712,201144,41,LORRAINE,27,2011,44,2011-10-31,10,283.7912244897959,102146.5306122449,2.7889795918367346,46.7,84.97142857142858
5713,201144,73,MIDI-PYRENEES,0,2011,44,2011-10-31,10,287.0525040387722,102087.14054927303,2.8353274050121264,203.79999999999998,73.19709208400646
5714,201144,31,NORD-PAS-DE-CALAIS,46,2011,44,2011-10-31,10,285.57782258064515,101911.89516129032,4.139516129032257,36.2,79.39112903225806
5715,201144,52,PAYS-DE-LA-LOIRE,0,2011,44,2011-10-31,10,286.83870967741933,102004.6370967742,2.8004032258064515,11.4,81.58870967741936
5716,201144,22,PICARDIE,0,2011,44,2011-10-31,10,285.947975708502,101920.6072874494,4.576113360323887,27.8,80.24696356275304
