Id,week,region_code,region_name,TauxGrippe,year,week_num,t,ff,u,pres
5552,201151,21,CHAMPAGNE-ARDENNE,13,2011,51,279.12142857142857,4.555357142857143,87.76785714285714,101069.64285714286
5553,201151,94,CORSE,21,2011,51,281.1205357142857,3.463392857142857,65.15178571428571,101737.76785714286
5554,201151,43,FRANCHE-COMTE,0,2011,51,,,,
5555,201151,23,HAUTE-NORMANDIE,22,2011,51,279.98035714285714,4.526785714285714,91.375,100561.42857142857
5556,201151,91,LANGUEDOC-ROUSSILLON,74,2011,51,283.3580357142857,5.920535714285714,59.464285714285715,102201.78571428571
5557,201151,74,LIMOUSIN,77,2011,51,278.7754545454545,2.6690909090909094,92.58181818181818,97947.27272727272
5558,201151,41,LORRAINE,32,2011,51,276.7607142857143,4.348214285714286,92.57142857142857,98239.46428571429
5559,201151,73,MIDI-PYRENEES,38,2011,51,279.1317857142857,3.8607142857142858,87.55,98348.35714285714
5560,201151,31,NORD-PAS-DE-CALAIS,0,2011,51,279.73035714285714,5.164285714285714,88.71428571428571,101580.17857142857
5561,201151,52,PAYS-DE-LA-LOIRE,30,2011,51,281.9160714285714,2.9107142857142856,89.0,102495.53571428571
5562,201151,22,PICARDIE,32,2011,51,280.5,5.144642857142857,86.69642857142857,101364.28571428571
5563,201151,54,POITOU-CHARENTES,11,2011,51,282.15267857142857,4.635714285714286,87.32142857142857,102016.42857142857
5564,201151,93,PROVENCE-ALPES-COTE-D-AZUR,42,2011,51,279.3950892857143,5.412946428571429,60.200892857142854,98923.21428571429
5565,201151,11,ILE-DE-FRANCE,26,2011,51,280.06428571428575,3.6553571428571425,89.76785714285714,101382.5
5566,201151,82,RHONE-ALPES,69,2011,51,278.3955357142857,3.8294642857142853,81.79464285714286,100669.375
5567,201150,42,ALSACE,21,2011,50,278.8017857142857,5.16875,79.25892857142857,98258.92857142857
5568,201150,72,AQUITAINE,45,2011,50,282.2905405405405,4.487387387387387,82.41441441441441,100974.05405405405
5569,201150,83,AUVERGNE,13,2011,50,278.15625,5.1553571428571425,75.27678571428571,94516.60714285714
5570,201150,25,BASSE-NORMANDIE,11,2011,50,279.74069767441864,7.338759689922481,80.73643410852713,99540.4054054054
5571,201150,26,BOURGOGNE,10,2011,50,278.57545454545453,6.1018181818181825,82.89090909090909,98266.0
5572,201150,53,BRETAGNE,75,2011,50,281.41964285714283,8.817365269461078,79.60714285714286,99886.69642857143
5573,201150,24,CENTRE,71,2011,50,280.09196428571425,6.160714285714286,83.66071428571429,99289.375
5574,201150,21,CHAMPAGNE-ARDENNE,65,2011,50,279.3178571428571,8.198214285714286,81.28571428571429,99291.42857142857
5575,201150,94,CORSE,21,2011,50,285.2446428571429,4.799107142857143,63.651785714285715,101196.96428571429
5576,201150,43,FRANCHE-COMTE,27,2011,50,,,,
5577,201150,23,HAUTE-NORMANDIE,0,2011,50,278.6035714285714,6.519642857142857,88.83928571428571,98559.82142857143
5578,201150,91,LANGUEDOC-ROUSSILLON,101,2011,50,281.92857142857144,4.59375,69.69642857142857,101323.75
5579,201150,74,LIMOUSIN,93,2011,50,278.68392857142857,5.4696428571428575,89.73214285714286,96521.25
5580,201150,41,LORRAINE,12,2011,50,277.50178571428575,7.825,87.60714285714286,96563.92857142857
5581,201150,73,MIDI-PYRENEES,32,2011,50,279.4762172284644,4.488389513108615,82.17977528089888,97248.20224719102
5582,201150,31,NORD-PAS-DE-CALAIS,118,2011,50,278.3875,6.8,86.75,99533.21428571429
5583,201150,52,PAYS-DE-LA-LOIRE,3,2011,50,281.16964285714283,5.842592592592593,83.28571428571429,100653.92857142857
5584,201150,22,PICARDIE,0,2011,50,278.86785714285713,6.9053571428571425,83.82142857142857,99302.5
5585,201150,54,POITOU-CHARENTES,0,2011,50,282.36785714285713,9.420535714285714,80.45535714285714,100334.28571428571
5586,201150,93,PROVENCE-ALPES-COTE-D-AZUR,27,2011,50,281.32219730941705,5.661434977578475,63.52017937219731,98214.34977578475
5587,201150,11,ILE-DE-FRANCE,48,2011,50,279.6196428571429,6.4053571428571425,84.25,99472.85714285714
5588,201150,82,RHONE-ALPES,85,2011,50,279.7892857142857,3.633035714285714,75.41071428571429,99550.625
5589,201149,42,ALSACE,26,2011,49,279.61785714285713,4.158035714285714,81.72321428571429,99019.19642857143
5590,201149,72,AQUITAINE,42,2011,49,283.9990909090909,2.8254545454545457,88.43636363636364,101452.36363636363
5591,201149,83,AUVERGNE,56,2011,49,280.59464285714284,2.6401785714285713,78.95535714285714,95129.91071428571
5592,201149,25,BASSE-NORMANDIE,7,2011,49,279.8982142857143,4.427027027027027,86.41071428571429,100541.25
5593,201149,26,BOURGOGNE,28,2011,49,280.32454545454544,3.9854545454545454,85.61818181818182,99026.36363636363
5594,201149,53,BRETAGNE,51,2011,49,282.30595238095236,5.335714285714285,83.625,100828.125
5595,201149,24,CENTRE,28,2011,49,281.7473214285714,4.0964285714285715,88.26785714285714,100081.60714285714
5596,201149,21,CHAMPAGNE-ARDENNE,58,2011,49,279.76964285714286,5.398214285714286,85.75,100168.57142857143
5597,201149,94,CORSE,19,2011,49,287.1955357142857,3.1348214285714286,66.69642857142857,101669.46428571429
5598,201149,43,FRANCHE-COMTE,50,2011,49,,,,
5599,201149,23,HAUTE-NORMANDIE,9,2011,49,279.00714285714287,4.501785714285714,92.64285714285714,99563.75
5600,201149,91,LANGUEDOC-ROUSSILLON,35,2011,49,284.3087155963303,3.6944954128440366,73.0091743119266,101776.42201834862
5601,201149,74,LIMOUSIN,101,2011,49,281.2375,3.2803571428571425,94.85714285714286,97163.92857142857
5602,201149,41,LORRAINE,15,2011,49,277.9203703703704,5.12037037037037,89.12962962962963,97408.70370370371
5603,201149,73,MIDI-PYRENEES,11,2011,49,281.72535714285715,2.8885714285714283,83.56071428571428,97667.32142857143
5604,201149,31,NORD-PAS-DE-CALAIS,83,2011,49,278.56607142857143,5.3,79.57142857142857,100553.92857142857
5605,201149,52,PAYS-DE-LA-LOIRE,9,2011,49,282.2839285714286,3.210714285714286,90.05357142857143,101464.28571428571
5606,201149,22,PICARDIE,23,2011,49,280.1209090909091,5.9781818181818185,78.2,100307.27272727272
5607,201149,54,POITOU-CHARENTES,0,2011,49,284.13125,5.636607142857143,87.86607142857143,101042.67857142857
5608,201149,93,PROVENCE-ALPES-COTE-D-AZUR,26,2011,49,282.73616071428575,5.188839285714286,68.04910714285714,98690.04464285714
5609,201149,11,ILE-DE-FRANCE,55,2011,49,279.7142857142857,4.107142857142857,89.125,100428.92857142857
5610,201149,82,RHONE-ALPES,94,2011,49,280.8178571428571,1.8964285714285716,83.38392857142857,100105.80357142857
5611,201148,42,ALSACE,22,2011,48,280.3544642857143,2.7375000000000003,85.53571428571429,99420.44642857143
5612,201148,72,AQUITAINE,75,2011,48,282.9785714285714,2.939285714285714,84.46428571428571,101517.14285714286
5613,201148,83,AUVERGNE,59,2011,48,281.06964285714287,2.873214285714286,79.90178571428571,95324.82142857143
5614,201148,25,BASSE-NORMANDIE,3,2011,48,283.0548484848485,6.196363636363636,87.0,100588.75
5615,201148,26,BOURGOGNE,21,2011,48,281.09814814814814,3.718518518518519,90.87037037037037,99302.77777777778
5616,201148,53,BRETAGNE,167,2011,48,284.5327380952381,6.52202380952381,85.73809523809524,100766.96428571429
5617,201148,24,CENTRE,10,2011,48,282.5910714285714,3.875,89.86607142857143,100233.48214285714
5618,201148,21,CHAMPAGNE-ARDENNE,24,2011,48,281.61607142857144,4.5625,87.10714285714286,100420.17857142857
5619,201148,94,CORSE,14,2011,48,286.2267857142857,2.724107142857143,75.75,102179.375
5620,201148,43,FRANCHE-COMTE,114,2011,48,,,,
5621,201148,23,HAUTE-NORMANDIE,22,2011,48,281.3410714285714,5.175,94.10714285714286,99711.25
5622,201148,91,LANGUEDOC-ROUSSILLON,52,2011,48,284.69454545454545,3.0918181818181822,78.60909090909091,101930.90909090909
5623,201148,74,LIMOUSIN,81,2011,48,281.50357142857143,3.7285714285714286,90.5,97290.0
5624,201148,41,LORRAINE,46,2011,48,280.8263636363636,5.094545454545455,89.2,97739.27272727272
5625,201148,73,MIDI-PYRENEES,6,2011,48,281.13142857142856,2.412857142857143,83.61071428571428,97745.46428571429
5626,201148,31,NORD-PAS-DE-CALAIS,126,2011,48,280.8642857142857,5.435714285714285,88.33928571428571,100836.96428571429
5627,201148,52,PAYS-DE-LA-LOIRE,0,2011,48,284.0267857142857,4.085714285714286,91.53571428571429,101495.0
5628,201148,22,PICARDIE,10,2011,48,281.6482142857143,5.305357142857143,88.75,100527.5
5629,201148,54,POITOU-CHARENTES,78,2011,48,284.4107142857143,5.557142857142857,88.47747747747748,101133.66071428571
5630,201148,93,PROVENCE-ALPES-COTE-D-AZUR,64,2011,48,284.2142857142857,3.328125,77.72767857142857,99126.60714285714
5631,201148,11,ILE-DE-FRANCE,29,2011,48,281.7839285714286,4.019642857142857,90.16071428571429,100625.71428571429
5632,201148,82,RHONE-ALPES,43,2011,48,282.81396396396394,2.891891891891892,82.68468468468468,100362.16216216216
5633,201147,42,ALSACE,14,2011,47,276.17857142857144,1.7098214285714286,90.83928571428571,100156.875
5634,201147,72,AQUITAINE,17,2011,47,282.01785714285717,1.7875,92.82142857142857,101884.19642857143
5635,201147,83,AUVERGNE,21,2011,47,279.4517857142857,1.2464285714285714,83.75,95761.96428571429
5636,201147,25,BASSE-NORMANDIE,0,2011,47,283.06607142857143,3.8892857142857142,87.33928571428571,101592.67857142857
5637,201147,26,BOURGOGNE,50,2011,47,278.7990909090909,1.8,90.07272727272728,99926.72727272728
5638,201147,53,BRETAGNE,26,2011,47,284.1345238095238,3.3190476190476192,88.75595238095238,101708.48214285714
5639,201147,24,CENTRE,33,2011,47,281.9267857142857,1.7776785714285714,91.3125,100947.5
5640,201147,21,CHAMPAGNE-ARDENNE,50,2011,47,279.1303571428571,2.0375,92.07142857142857,101230.17857142857
5641,201147,94,CORSE,14,2011,47,286.75625,3.149107142857143,77.9375,102043.92857142857
5642,201147,43,FRANCHE-COMTE,81,2011,47,,,,
5643,201147,23,HAUTE-NORMANDIE,0,2011,47,281.025,2.9339285714285714,95.10714285714286,100695.0
5644,201147,91,LANGUEDOC-ROUSSILLON,115,2011,47,285.24107142857144,3.2232142857142856,75.5625,102051.875
5645,201147,74,LIMOUSIN,23,2011,47,282.19905660377356,2.077358490566038,83.15094339622641,97788.67924528301
5646,201147,41,LORRAINE,6,2011,47,276.9107142857143,2.0571428571428574,94.19642857142857,98516.07142857143
5647,201147,73,MIDI-PYRENEES,5,2011,47,281.4632352941176,1.8544117647058822,85.26470588235294,97959.375
5648,201147,31,NORD-PAS-DE-CALAIS,68,2011,47,280.5910714285714,3.082142857142857,92.14285714285714,101881.42857142857
5649,201147,52,PAYS-DE-LA-LOIRE,2,2011,47,283.6410714285714,1.7517857142857143,93.78571428571429,102250.0
5650,201147,22,PICARDIE,13,2011,47,281.0571428571429,3.4250000000000003,91.98214285714286,101579.64285714286
5651,201147,54,POITOU-CHARENTES,50,2011,47,284.11486486486484,2.7477477477477477,93.28828828828829,101736.03603603604
5652,201147,93,PROVENCE-ALPES-COTE-D-AZUR,9,2011,47,284.94151785714286,4.258482142857143,62.848214285714285,99179.28571428571
5653,201147,11,ILE-DE-FRANCE,23,2011,47,281.20535714285717,2.025,94.25,101512.14285714286
5654,201147,82,RHONE-ALPES,42,2011,47,280.22767857142856,3.2160714285714285,82.44642857142857,100678.75
5655,201146,42,ALSACE,9,2011,46,277.5705357142857,1.8330357142857143,86.33928571428571,99753.125
5656,201146,72,AQUITAINE,62,2011,46,285.17410714285717,2.6625,82.91964285714286,100974.73214285714
5657,201146,83,AUVERGNE,14,2011,46,280.9784403669725,2.0357798165137617,77.30275229357798,95301.46788990825
5658,201146,25,BASSE-NORMANDIE,7,2011,46,282.3017857142857,3.7273809523809525,85.25595238095238,100851.25
5659,201146,26,BOURGOGNE,0,2011,46,277.9839285714286,1.1589285714285715,95.76785714285714,99480.53571428571
5660,201146,53,BRETAGNE,103,2011,46,285.6196428571428,4.377976190476191,83.99404761904762,100723.92857142857
5661,201146,24,CENTRE,75,2011,46,282.2767857142857,3.19375,83.91071428571429,100204.46428571429
5662,201146,21,CHAMPAGNE-ARDENNE,60,2011,46,280.0678571428571,2.0839285714285714,86.21428571428571,100649.82142857143
5663,201146,94,CORSE,9,2011,46,285.07142857142856,2.68125,70.91071428571429,101986.78571428571
5664,201146,43,FRANCHE-COMTE,56,2011,46,,,,
5665,201146,23,HAUTE-NORMANDIE,12,2011,46,278.5678571428571,3.2160714285714285,97.33928571428571,100101.78571428571
5666,201146,91,LANGUEDOC-ROUSSILLON,122,2011,46,286.4107142857143,3.69375,81.75892857142857,101660.625
5667,201146,74,LIMOUSIN,5,2011,46,284.1642857142857,2.9267857142857143,73.39285714285714,97063.75
5668,201146,41,LORRAINE,10,2011,46,277.36785714285713,1.9589285714285716,96.01785714285714,98088.57142857143
5669,201146,73,MIDI-PYRENEES,5,2011,46,284.2185714285714,3.142857142857143,79.675,97287.85714285714
5670,201146,31,NORD-PAS-DE-CALAIS,51,2011,46,278.0517857142857,2.4250000000000003,95.03571428571429,101496.60714285714
5671,201146,52,PAYS-DE-LA-LOIRE,19,2011,46,285.12142857142857,3.335714285714286,81.57142857142857,101298.75
5672,201146,22,PICARDIE,17,2011,46,277.94454545454545,3.8236363636363633,96.72727272727273,101091.63636363637
5673,201146,54,POITOU-CHARENTES,11,2011,46,285.5258928571429,3.4410714285714286,80.25,100853.03571428571
5674,201146,93,PROVENCE-ALPES-COTE-D-AZUR,6,2011,46,284.1526905829597,4.591031390134529,61.62331838565022,99005.38116591929
5675,201146,11,ILE-DE-FRANCE,45,2011,46,279.76785714285717,1.542857142857143,91.96428571428571,100904.28571428571
5676,201146,82,RHONE-ALPES,57,2011,46,280.31339285714284,1.5,82.625,100276.51785714286
5677,201145,42,ALSACE,28,2011,45,280.4419642857143,1.9598214285714286,91.60714285714286,99755.71428571429
5678,201145,72,AQUITAINE,16,2011,45,287.1223214285714,2.961607142857143,82.96385542168674,101028.125
5679,201145,83,AUVERGNE,49,2011,45,283.0013513513514,1.7,86.31531531531532,95209.0990990991
5680,201145,25,BASSE-NORMANDIE,9,2011,45,284.92926829268293,3.825609756097561,88.8780487804878,100861.58536585367
5681,201145,26,BOURGOGNE,0,2011,45,281.15714285714284,1.344642857142857,96.60714285714286,99434.82142857143
5682,201145,53,BRETAGNE,119,2011,45,286.5967065868264,4.359281437125748,88.94610778443113,100795.13513513513
5683,201145,24,CENTRE,54,2011,45,284.4625,2.908035714285714,88.75892857142857,100235.0
5684,201145,21,CHAMPAGNE-ARDENNE,25,2011,45,282.2142857142857,2.269642857142857,90.07142857142857,100668.57142857143
5685,201145,94,CORSE,0,2011,45,288.1205357142857,2.7276785714285716,76.86607142857143,101915.08928571429
5686,201145,43,FRANCHE-COMTE,17,2011,45,,,,
5687,201145,23,HAUTE-NORMANDIE,0,2011,45,282.9,4.076785714285714,94.83928571428571,100128.57142857143
5688,201145,91,LANGUEDOC-ROUSSILLON,64,2011,45,288.19642857142856,3.769642857142857,83.94642857142857,101622.32142857143
5689,201145,74,LIMOUSIN,49,2011,45,285.0875,2.807142857142857,82.42857142857143,97103.57142857143
5690,201145,41,LORRAINE,4,2011,45,279.52636363636367,2.2418181818181817,97.65454545454546,98105.45454545454
5691,201145,73,MIDI-PYRENEES,0,2011,45,285.51678571428573,2.9707142857142856,82.14285714285714,97358.5
5692,201145,31,NORD-PAS-DE-CALAIS,87,2011,45,282.2732142857143,3.369642857142857,89.58928571428571,101537.85714285714
5693,201145,52,PAYS-DE-LA-LOIRE,0,2011,45,286.2607142857143,2.9160714285714286,89.19642857142857,101355.35714285714
5694,201145,22,PICARDIE,19,2011,45,282.4,4.4625,92.58928571428571,101129.46428571429
5695,201145,54,POITOU-CHARENTES,52,2011,45,286.46160714285713,3.369642857142857,87.32142857142857,100903.125
5696,201145,93,PROVENCE-ALPES-COTE-D-AZUR,6,2011,45,286.8792792792793,5.791891891891892,71.3108108108108,98894.77477477478
5697,201145,11,ILE-DE-FRANCE,17,2011,45,283.1642857142857,2.5464285714285713,91.46428571428571,100929.64285714286
5698,201145,82,RHONE-ALPES,39,2011,45,284.56071428571425,1.832142857142857,86.21428571428571,100199.46428571429
5699,201144,42,ALSACE,0,2011,44,283.2892857142857,2.06875,87.94642857142857,98640.44642857143
5700,201144,72,AQUITAINE,13,2011,44,286.98214285714283,3.255357142857143,90.85714285714286,99984.64285714286
5701,201144,83,AUVERGNE,93,2011,44,285.25714285714287,3.3562499999999997,86.08928571428571,94189.375
5702,201144,25,BASSE-NORMANDIE,0,2011,44,286.3141509433962,4.969811320754717,85.49685534591195,99622.64150943396
5703,201144,26,BOURGOGNE,22,2011,44,285.36785714285713,2.1160714285714284,89.60714285714286,98305.53571428571
5704,201144,53,BRETAGNE,23,2011,44,286.73035714285714,5.739285714285715,85.24404761904762,99742.67857142857
5705,201144,24,CENTRE,18,2011,44,286.43928571428575,3.4732142857142856,86.32142857142857,99083.48214285714
5706,201144,21,CHAMPAGNE-ARDENNE,23,2011,44,286.03035714285716,3.4964285714285714,84.51785714285714,99490.0
5707,201144,94,CORSE,0,2011,44,290.4107142857143,3.6919642857142856,75.78571428571429,101171.51785714286
5708,201144,43,FRANCHE-COMTE,8,2011,44,,,,
5709,201144,23,HAUTE-NORMANDIE,6,2011,44,285.57142857142856,4.8625,91.94642857142857,98939.46428571429
5710,201144,91,LANGUEDOC-ROUSSILLON,41,2011,44,289.97522522522524,5.715315315315315,84.87387387387388,100533.06306306306
5711,201144,74,LIMOUSIN,40,2011,44,285.99821428571425,3.5749999999999997,84.58928571428571,96013.75
5712,201144,41,LORRAINE,27,2011,44,285.3392857142857,2.9964285714285714,87.01785714285714,97005.89285714286
5713,201144,73,MIDI-PYRENEES,0,2011,44,286.6414285714286,3.930357142857143,83.05714285714286,96293.14285714286
5714,201144,31,NORD-PAS-DE-CALAIS,46,2011,44,286.53035714285716,4.2625,85.78571428571429,100271.25
5715,201144,52,PAYS-DE-LA-LOIRE,0,2011,44,286.49642857142857,3.719642857142857,86.75,100295.53571428571
5716,201144,22,PICARDIE,0,2011,44,286.11607142857144,4.4678571428571425,88.19642857142857,99888.39285714286
5717,201144,54,POITOU-CHARENTES,26,2011,44,287.4732142857143,5.1567567567567565,86.03571428571429,99817.76785714286
5718,201144,93,PROVENCE-ALPES-COTE-D-AZUR,6,2011,44,287.9892857142857,6.508482142857143,80.25892857142857,98132.94642857143
5719,201144,11,ILE-DE-FRANCE,30,2011,44,286.3589285714286,3.126785714285714,87.91071428571429,99725.89285714286
5720,201144,82,RHONE-ALPES,22,2011,44,288.36339285714286,3.34375,80.0,99147.85714285714
5721,201143,42,ALSACE,42,2011,43,281.2941441441442,1.3747747747747747,86.7927927927928,99160.18018018018
5722,201143,72,AQUITAINE,16,2011,43,286.62321428571425,2.5437499999999997,86.3956043956044,100520.625
5723,201143,83,AUVERGNE,21,2011,43,284.29017857142856,3.011607142857143,79.02678571428571,94727.23214285714
5724,201143,25,BASSE-NORMANDIE,0,2011,43,285.8619047619048,4.619642857142857,82.875,100082.26190476191
5725,201143,26,BOURGOGNE,13,2011,43,284.1196428571429,1.6071428571428572,86.92857142857143,98840.17857142857
5726,201143,53,BRETAGNE,84,2011,43,286.4428571428572,5.146428571428571,84.86904761904762,100042.41071428571
5727,201143,24,CENTRE,37,2011,43,285.9142857142857,3.025,83.75892857142857,99595.44642857143
5728,201143,21,CHAMPAGNE-ARDENNE,38,2011,43,285.2,2.960714285714286,81.60714285714286,99991.96428571429
5729,201143,94,CORSE,0,2011,43,289.89910714285713,2.7973214285714287,76.05357142857143,101526.875
5730,201143,43,FRANCHE-COMTE,0,2011,43,,,,
5731,201143,23,HAUTE-NORMANDIE,2,2011,43,284.825,3.773214285714286,88.625,99341.42857142857
5732,201143,91,LANGUEDOC-ROUSSILLON,38,2011,43,288.96696428571425,4.558035714285714,80.0,101097.67857142857
5733,201143,74,LIMOUSIN,140,2011,43,285.5160714285714,3.1625,81.71428571428571,96554.28571428571
5734,201143,41,LORRAINE,4,2011,43,284.3314814814815,2.5944444444444446,81.0925925925926,97509.81481481482
5735,201143,73,MIDI-PYRENEES,0,2011,43,285.80392857142857,3.1396428571428574,81.16785714285714,96861.85714285714
5736,201143,31,NORD-PAS-DE-CALAIS,121,2011,43,285.4125,3.4785714285714286,83.35714285714286,100677.5
5737,201143,52,PAYS-DE-LA-LOIRE,0,2011,43,285.69107142857143,3.632142857142857,85.46428571428571,100675.0
5738,201143,22,PICARDIE,0,2011,43,285.43928571428575,3.9464285714285716,83.23214285714286,100274.64285714286
5739,201143,54,POITOU-CHARENTES,37,2011,43,287.11339285714286,3.9663551401869155,83.92857142857143,100282.5
5740,201143,93,PROVENCE-ALPES-COTE-D-AZUR,8,2011,43,287.52276785714287,5.580803571428571,71.44642857142857,98551.29464285714
5741,201143,11,ILE-DE-FRANCE,18,2011,43,285.94107142857143,2.3607142857142853,83.75,100191.60714285714
5742,201143,82,RHONE-ALPES,22,2011,43,286.47232142857143,2.175892857142857,79.98214285714286,99667.67857142857
5743,201142,42,ALSACE,8,2011,42,279.77946428571425,2.1080357142857142,85.71428571428571,99673.48214285714
5744,201142,72,AQUITAINE,8,2011,42,285.02027027027026,2.635135135135135,76.72072072072072,101335.13513513513
5745,201142,83,AUVERGNE,1,2011,42,281.28125,2.361607142857143,77.09821428571429,95333.125
5746,201142,25,BASSE-NORMANDIE,0,2011,42,283.53214285714284,4.542857142857143,75.99404761904762,100987.73809523809
5747,201142,26,BOURGOGNE,26,2011,42,280.2875,2.044642857142857,88.58928571428571,99451.78571428571
5748,201142,53,BRETAGNE,114,2011,42,284.9505952380952,4.284523809523809,77.95833333333333,101054.55357142857
5749,201142,24,CENTRE,1,2011,42,282.6303571428571,2.7624999999999997,80.0,100395.0
5750,201142,21,CHAMPAGNE-ARDENNE,0,2011,42,280.7339285714286,2.6785714285714284,82.96428571428571,100706.07142857143
5751,201142,94,CORSE,7,2011,42,287.96964285714284,3.1553571428571425,65.6875,101870.89285714286
5752,201142,43,FRANCHE-COMTE,0,2011,42,,,,
5753,201142,23,HAUTE-NORMANDIE,0,2011,42,281.54285714285714,3.5375,85.625,100141.07142857143
5754,201142,91,LANGUEDOC-ROUSSILLON,47,2011,42,287.2058558558558,3.50990990990991,69.14414414414415,101777.47747747747
5755,201142,74,LIMOUSIN,175,2011,42,283.4660714285714,2.867857142857143,75.39285714285714,97289.64285714286
5756,201142,41,LORRAINE,0,2011,42,279.49285714285713,2.6374999999999997,90.44642857142857,98046.07142857143
5757,201142,73,MIDI-PYRENEES,0,2011,42,284.3589285714286,2.8075,73.01785714285714,97583.96428571429
5758,201142,31,NORD-PAS-DE-CALAIS,100,2011,42,281.2267857142857,3.8892857142857147,78.91071428571429,101360.89285714286
5759,201142,52,PAYS-DE-LA-LOIRE,9,2011,42,284.25892857142856,2.725,78.91071428571429,101638.03571428571
5760,201142,22,PICARDIE,0,2011,42,282.25714285714287,4.276785714285714,77.78571428571429,101025.89285714286
5761,201142,54,POITOU-CHARENTES,11,2011,42,285.39375,4.048214285714286,75.77678571428571,101164.73214285714
5762,201142,93,PROVENCE-ALPES-COTE-D-AZUR,15,2011,42,286.3339285714286,4.1901785714285715,64.34375,98927.32142857143
5763,201142,11,ILE-DE-FRANCE,17,2011,42,281.5285714285714,2.4839285714285713,82.98214285714286,100970.0
5764,201142,82,RHONE-ALPES,16,2011,42,283.8375,3.3910714285714287,75.70535714285714,100285.71428571429
5765,201141,42,ALSACE,26,2011,41,284.97767857142856,3.095535714285714,78.94642857142857,100025.71428571429
5766,201141,72,AQUITAINE,4,2011,41,288.1901785714286,1.686607142857143,80.87962962962963,101794.55357142857
5767,201141,83,AUVERGNE,12,2011,41,285.99107142857144,1.8071428571428572,78.59821428571429,95768.83928571429
5768,201141,25,BASSE-NORMANDIE,0,2011,41,286.7654761904762,4.0,83.76190476190476,101632.02380952382
5769,201141,26,BOURGOGNE,6,2011,41,285.9267857142857,2.4375,80.73214285714286,99847.32142857143
5770,201141,53,BRETAGNE,19,2011,41,287.53690476190474,2.6607142857142856,85.13690476190476,101767.85714285714
5771,201141,24,CENTRE,7,2011,41,287.07142857142856,2.35,80.24107142857143,100906.42857142857
5772,201141,21,CHAMPAGNE-ARDENNE,0,2011,41,285.73035714285714,3.226785714285714,79.94642857142857,101150.0
5773,201141,94,CORSE,0,2011,41,290.2049549549549,3.080357142857143,62.792792792792795,101848.46846846846
5774,201141,43,FRANCHE-COMTE,2,2011,41,,,,
5775,201141,23,HAUTE-NORMANDIE,0,2011,41,285.6660714285714,4.083928571428571,87.57142857142857,100704.46428571429
