Id,week,region_code,region_name,TauxGrippe,tend,dd,ff,t,td,u,vv,n,nbas,hbas,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,tw,raf10,rafper,per,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24
5548,201151,25,BASSE-NORMANDIE,13,30.714285714285715,247.67857142857142,4.4035714285714285,281.025,278.94375,86.97321428571429,28771.951219512193,87.24358974358974,5.783333333333333,914.375,101261.42857142857,,,,279.025,,282.41785714285714,,277.5071428571428,,14.65,7.5625,-10.0,0.0,0.0,-46.0,0.11964285714285715,0.3045045045045045,0.37037037037037035,1.2148148148148148,2.4923076923076923
5549,201151,26,BOURGOGNE,34,33.42342342342342,228.39285714285714,2.724107142857143,278.43035714285713,276.99910714285716,90.82142857142857,18598.214285714286,94.36842105263158,6.076923076923077,582.5742574257425,100250.17857142857,,,,276.39285714285717,,280.1392857142857,,275.07857142857137,,13.4,5.267857142857143,-10.0,0.0,0.0,-45.55555555555556,0.11785714285714287,0.37857142857142856,0.6571428571428571,1.4357142857142857,2.9
5550,201151,53,BRETAGNE,70,26.607142857142858,261.07142857142856,4.814285714285714,282.67559523809524,280.32738095238096,85.7797619047619,22690.419161676647,90.70987654320987,6.6454545454545455,684.7560975609756,101925.05952380953,,,,281.0095238095238,,283.8071428571428,,278.5071428571428,,15.63,8.748214285714287,-10.0,0.0,0.0,-44.651162790697676,0.07738095238095238,0.22380952380952382,0.3666666666666667,0.9428571428571428,1.6357142857142857
5551,201151,24,CENTRE,36,33.125,255.08928571428572,3.1392857142857147,279.9946428571429,278.48125,90.40178571428571,16963.39285714286,86.54807692307692,5.910256410256411,640.8571428571429,101026.875,,,,277.9785714285714,,281.55,,276.22142857142853,,,6.023214285714286,-10.0,0.0,0.0,-45.55555555555556,0.12946428571428573,0.3892857142857143,0.8142857142857143,1.4642857142857142,3.0785714285714287
5552,201151,21,CHAMPAGNE-ARDENNE,13,35.714285714285715,237.67857142857142,4.555357142857143,279.12142857142857,277.225,87.76785714285714,15483.92857142857,83.39285714285714,5.75,592.1428571428571,101069.64285714286,,,,277.0214285714286,,280.75,,275.43571428571425,,,7.396428571428571,-10.0,0.0,0.0,-45.0,0.03571428571428571,0.22142857142857145,0.6571428571428571,0.8285714285714285,1.7428571428571427
5553,201151,94,CORSE,21,39.464285714285715,165.53571428571428,3.463392857142857,281.1205357142857,274.4607142857143,65.15178571428571,30120.535714285714,30.097087378640776,2.4722222222222223,1381.081081081081,101737.76785714286,,,,276.425,,284.5357142857143,,274.22142857142853,,15.95,6.080357142857143,-10.0,0.0,0.0,-44.22680412371134,0.1,0.2,0.042857142857142864,0.7857142857142857,2.9
5554,201151,43,FRANCHE-COMTE,0,35.67567567567568,198.125,2.976785714285714,276.82142857142856,275.1589285714286,89.16071428571429,19785.714285714286,93.51485148514851,6.325581395348837,758.9108910891089,99498.75,,,,274.84285714285716,,278.43928571428575,,273.57857142857137,,13.4,5.607142857142857,-10.0,0.001875,0.0006976744186046512,-44.651162790697676,0.08392857142857144,0.24821428571428572,0.39285714285714285,1.0071428571428571,2.0714285714285716
5555,201151,23,HAUTE-NORMANDIE,22,29.553571428571427,262.23214285714283,6.772321428571429,282.09464285714284,279.8589285714286,86.48214285714286,21828.735632183907,90.1219512195122,6.607142857142857,814.390243902439,101403.21428571429,,,,280.58214285714286,,283.12142857142857,,274.57857142857137,,17.04285714285714,10.427678571428572,-10.0,0.0,0.0,-45.0,0.08035714285714286,0.26071428571428573,0.37857142857142856,1.0642857142857143,2.2214285714285715
5556,201151,91,LANGUEDOC-ROUSSILLON,74,23.928571428571427,251.60714285714286,4.4696428571428575,281.3071428571429,276.4276785714286,73.75,36437.5,59.125,4.36986301369863,1820.886075949367,101752.05357142857,,,,278.40714285714284,,283.8071428571429,,276.15,,14.9,7.4937499999999995,-10.0,0.0,0.0,-43.2,0.048214285714285716,0.11607142857142858,0.2642857142857143,0.4785714285714286,0.8642857142857144
5557,201151,74,LIMOUSIN,77,27.117117117117118,246.12612612612614,2.973873873873874,279.70225225225226,278.42657657657657,91.82882882882883,19890.99099099099,89.06930693069307,6.142857142857143,587.9166666666666,99671.17117117117,,,,277.6,,281.1142857142857,,276.5071428571428,,15.9,5.4261261261261255,-10.0,0.0,0.0004347826086956522,-44.34782608695652,0.0990990990990991,0.36756756756756753,0.6714285714285715,1.3928571428571428,2.814285714285714
5558,201151,41,LORRAINE,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,201151,73,MIDI-PYRENEES,38,21.875,239.82142857142858,3.7142857142857144,279.9732142857143,277.3026785714286,83.54464285714286,19646.341463414636,70.3625,5.576271186440678,1204.032258064516,99600.80357142857,,,,277.1035714285714,,282.50357142857143,,274.8642857142857,,13.9,7.165178571428571,-10.0,0.0,0.0,-43.15068493150685,0.1375,0.3803571428571429,0.8357142857142857,1.5642857142857143,2.992857142857143
5560,201151,31,NORD-PAS-DE-CALAIS,0,32.232142857142854,245.35714285714286,5.154464285714285,280.1151785714286,278.1830357142857,87.70535714285714,20369.64285714286,87.44047619047619,6.073170731707317,931.9277108433735,101472.23214285714,,,,278.44642857142856,,281.3357142857143,,277.2928571428571,,18.866666666666667,8.450892857142858,-10.0,0.0,0.0,-43.84615384615385,0.07142857142857142,0.23482142857142857,0.5928571428571429,0.9928571428571429,2.107142857142857
5561,201151,52,PAYS-DE-LA-LOIRE,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5562,201151,22,PICARDIE,32,32.232142857142854,245.35714285714286,5.154464285714285,280.1151785714286,278.1830357142857,87.70535714285714,20369.64285714286,87.44047619047619,6.073170731707317,931.9277108433735,101472.23214285714,,,,278.44642857142856,,281.3357142857143,,277.2928571428571,,18.866666666666667,8.450892857142858,-10.0,0.0,0.0,-43.84615384615385,0.07142857142857142,0.23482142857142857,0.5928571428571429,0.9928571428571429,2.107142857142857
5563,201151,54,POITOU-CHARENTES,11,30.357142857142858,254.375,2.9482142857142857,280.26875,278.8651785714286,91.0625,19992.85714285714,90.1010101010101,6.22,647.3267326732673,101017.76785714286,,,,278.23571428571427,,281.83214285714286,,277.0071428571428,,15.9,5.4437500000000005,-10.0,0.0,0.00035714285714285714,-45.0,0.10357142857142856,0.38392857142857145,0.6857142857142857,1.407142857142857,2.8714285714285714
5564,201151,93,PROVENCE-ALPES-COTE-D-AZUR,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5565,201151,11,ILE-DE-FRANCE,26,34.464285714285715,256.60714285714283,3.6553571428571425,280.06428571428575,278.43571428571425,89.76785714285714,18128.571428571428,82.60714285714286,5.826923076923077,792.2641509433962,101382.5,,,,277.85714285714283,,281.59285714285716,,275.43571428571425,,,6.760714285714286,-10.0,0.0,0.0,-45.55555555555556,0.09821428571428571,0.28928571428571426,0.6571428571428571,1.0857142857142856,2.442857142857143
5566,201151,82,RHONE-ALPES,69,28.928571428571427,196.07142857142858,2.605357142857143,276.9642857142857,275.1732142857143,88.42857142857143,14126.785714285714,75.63636363636364,6.117647058823529,671.8367346938776,99742.14285714286,,,,275.20714285714286,,278.4214285714286,,274.15,,,4.776785714285714,-10.0,0.00875,0.0007407407407407407,-45.0,0.11785714285714285,0.41428571428571426,0.7714285714285715,1.8285714285714287,3.685714285714286
5567,201150,42,ALSACE,21,10.0,219.27927927927928,5.767567567567568,278.7734234234234,275.5545045045045,80.27927927927928,44518.91891891892,96.41304347826087,,1006.3829787234042,98580.36036036036,,,,276.9321428571429,,280.73571428571427,,275.07857142857137,,16.554545454545455,10.763063063063063,-10.0,0.0,,,0.16181818181818183,0.5854545454545456,1.0,2.340740740740741,4.646153846153846
5568,201150,72,AQUITAINE,45,18.623853211009173,237.70642201834863,5.290825688073395,281.67201834862385,278.5545871559633,81.35779816513761,23238.532110091743,79.9047619047619,4.73469387755102,1432.6923076923076,100431.55963302753,,,,279.5571428571429,,284.125,,278.15,,16.6,9.73394495412844,-10.0,0.0,0.0,-44.34782608695652,0.27706422018348625,0.9357798165137615,2.474074074074074,3.835714285714286,7.714285714285714
5569,201150,83,AUVERGNE,13,15.714285714285714,217.32142857142858,5.641071428571428,279.9625,275.00892857142856,71.41071428571429,25017.85714285714,74.73214285714286,4.60377358490566,1294.5454545454545,97371.25,,,,277.6142857142857,,282.32142857142856,,275.8642857142857,,17.8,11.016071428571427,-10.0,0.0,0.0,-45.6,0.15357142857142855,0.3892857142857143,0.4857142857142857,1.5857142857142856,3.0714285714285716
5570,201150,25,BASSE-NORMANDIE,11,25.803571428571427,239.55357142857142,6.745535714285714,279.48214285714283,276.65803571428575,82.48214285714286,31351.190476190477,70.1923076923077,4.216666666666667,870.3703703703703,99261.78571428571,,,,277.2607142857143,,281.5964285714286,,276.22142857142853,,16.535,12.083928571428572,-10.0,0.0,0.0,-46.5,0.38571428571428573,1.0981818181818181,2.2214285714285715,4.5851851851851855,8.97857142857143
5571,201150,26,BOURGOGNE,10,14.054054054054054,234.14414414414415,6.1693693693693685,279.28783783783786,276.55,83.01801801801801,31753.153153153155,90.06172839506173,5.464285714285714,749.4444444444445,98650.36036036036,,,,277.53214285714284,,281.21785714285716,,275.93571428571425,,17.626666666666665,11.072972972972973,-10.0,0.0,0.0,-45.0,0.24504504504504504,0.8468468468468469,1.7285714285714284,3.378571428571429,6.685714285714285
5572,201150,53,BRETAGNE,75,28.392857142857142,256.5644171779141,7.184049079754601,280.65759493670885,277.3791139240506,80.42405063291139,22926.94610778443,86.38513513513513,6.171171171171171,729.0909090909091,99870.77380952382,,,,278.3921052631579,,282.68947368421055,,277.07857142857137,,17.994,14.417791411042945,-10.0,0.0,0.0,-45.42857142857143,0.4707006369426752,1.4050955414012738,2.9794871794871796,5.5473684210526315,12.450000000000001
5573,201150,24,CENTRE,71,18.660714285714285,244.01785714285714,6.320535714285714,279.80357142857144,277.14464285714286,83.69642857142857,21375.0,74.11111111111111,4.9375,766.8367346938776,99250.35714285714,,,,277.875,,281.85,,276.8642857142857,,17.417391304347827,11.8625,-10.0,0.0,0.0,-44.166666666666664,0.2517857142857143,0.8410714285714286,1.7857142857142858,3.435714285714286,6.821428571428571
5574,201150,21,CHAMPAGNE-ARDENNE,65,14.464285714285714,228.92857142857142,8.198214285714286,279.3178571428571,276.28214285714284,81.28571428571429,19835.714285714286,77.85714285714286,5.678571428571429,764.2857142857143,99291.42857142857,,,,277.0142857142857,,281.45,,276.2928571428571,,19.154545454545453,13.780357142857143,-10.0,0.0,0.0,-45.0,0.325,0.7535714285714284,1.0857142857142856,2.9714285714285715,5.928571428571429
5575,201150,94,CORSE,21,-12.857142857142858,190.0,4.799107142857143,285.2446428571429,277.9741071428571,63.651785714285715,27107.14285714286,63.45794392523364,3.323529411764706,1004.8543689320388,101196.96428571429,,,,282.0357142857143,,288.49642857142857,,279.57857142857137,,18.84705882352941,9.216964285714285,-10.0,0.0,0.0,-44.375,0.17142857142857143,0.5267857142857143,1.5,2.2785714285714285,3.9642857142857144
5576,201150,43,FRANCHE-COMTE,27,8.91891891891892,223.06306306306305,5.494594594594594,278.60585585585585,275.6563063063063,81.83783783783784,33927.92792792793,91.88775510204081,5.428571428571429,965.3061224489796,97944.50450450451,,,,276.54285714285714,,280.8535714285714,,274.07857142857137,,17.145454545454545,10.801801801801801,-10.0,0.0,0.0,-44.285714285714285,0.23243243243243245,0.690990990990991,1.2428571428571427,2.7214285714285715,5.207142857142857
5577,201150,23,HAUTE-NORMANDIE,0,14.069767441860465,254.1095890410959,7.6205479452054785,279.2650684931507,276.6787671232877,84.27397260273973,25654.320987654322,84.93243243243244,6.0625,790.5263157894736,99282.71739130435,,,,277.25,,281.2147058823529,,275.2928571428571,,17.79,12.883561643835616,-10.0,0.0,0.0,-45.0,0.29041095890410956,0.8457142857142858,2.0470588235294116,3.576470588235294,7.3374999999999995
5578,201150,91,LANGUEDOC-ROUSSILLON,101,12.20183486238532,240.73394495412845,4.58348623853211,281.2692660550459,276.6784403669725,74.36697247706422,33963.30275229358,69.12621359223301,3.4505494505494507,2138.0208333333335,100735.04587155963,,,,278.37857142857143,,284.2,,276.43571428571425,,16.95714285714286,8.245871559633029,-10.0,0.0,0.0,-42.75,0.023853211009174313,0.13027522935779817,0.15555555555555556,0.5071428571428571,1.0142857142857142
5579,201150,74,LIMOUSIN,93,19.553571428571427,240.17857142857142,5.964285714285714,279.4794642857143,277.6723214285714,88.55357142857143,30741.964285714286,84.34020618556701,5.037735849056604,814.3137254901961,98109.82142857143,,,,277.6714285714286,,281.50357142857143,,276.7928571428571,,20.33076923076923,11.180357142857144,-10.0,0.0,0.0,-44.61538461538461,0.45,1.4107142857142858,3.457142857142857,5.792857142857143,11.742857142857144
5580,201150,41,LORRAINE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,201150,73,MIDI-PYRENEES,32,15.321100917431192,210.36697247706422,4.107339449541285,280.1105504587156,276.3114678899083,77.58715596330275,23437.5,82.37179487179488,4.232876712328767,1892.7631578947369,98378.80733944954,,,,277.3357142857143,,283.14285714285717,,274.65,,18.271428571428572,7.964220183486239,-10.0,0.0,0.0,-43.38461538461539,0.11743119266055047,0.363302752293578,0.5703703703703704,1.4000000000000001,2.871428571428571
5582,201150,31,NORD-PAS-DE-CALAIS,118,20.892857142857142,244.01785714285714,6.852678571428571,278.6276785714286,276.3071428571429,85.28571428571429,22464.285714285714,76.62650602409639,5.493827160493828,785.3658536585366,99417.85714285714,,,,276.99285714285713,,280.9642857142857,,276.57857142857137,,17.333333333333332,12.366964285714287,-10.0,0.0006666666666666666,0.00012987012987012987,-44.02597402597402,0.47678571428571426,1.4607142857142856,2.335714285714286,5.892857142857143,11.6
5583,201150,52,PAYS-DE-LA-LOIRE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,201150,22,PICARDIE,0,20.892857142857142,244.01785714285714,6.852678571428571,278.6276785714286,276.3071428571429,85.28571428571429,22464.285714285714,76.62650602409639,5.493827160493828,785.3658536585366,99417.85714285714,,,,276.99285714285713,,280.9642857142857,,276.57857142857137,,17.333333333333332,12.366964285714287,-10.0,0.0006666666666666666,0.00012987012987012987,-44.02597402597402,0.47678571428571426,1.4607142857142856,2.335714285714286,5.892857142857143,11.6
5585,201150,54,POITOU-CHARENTES,0,19.821428571428573,243.03571428571428,6.347321428571428,280.13125,277.74821428571425,85.25892857142857,26800.0,80.06172839506173,4.69811320754717,882.2916666666666,99363.125,,,,278.03214285714284,,282.28214285714284,,277.15,,19.772222222222222,11.528571428571428,-10.0,0.0,0.0,-44.61538461538461,0.39999999999999997,1.280357142857143,3.0357142857142856,5.271428571428571,10.657142857142857
5586,201150,93,PROVENCE-ALPES-COTE-D-AZUR,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5587,201150,11,ILE-DE-FRANCE,48,19.642857142857142,243.39285714285714,6.4053571428571425,279.6196428571429,277.0517857142857,84.25,22678.571428571428,68.61111111111111,4.653846153846154,893.3962264150944,99472.85714285714,,,,277.7142857142857,,281.79285714285714,,276.57857142857137,,16.666666666666668,12.216071428571428,-10.0,0.0,0.0,-43.63636363636363,0.2642857142857143,0.85,1.6428571428571428,3.4,6.6571428571428575
5588,201150,82,RHONE-ALPES,85,12.142857142857142,209.46428571428572,5.4071428571428575,280.1125,275.50714285714287,73.25,29625.0,80.17857142857143,5.584905660377358,1590.566037735849,98466.78571428571,,,,278.5,,282.04285714285714,,277.0071428571428,,18.014285714285712,9.85,-10.0,0.0,0.0,-45.0,0.17857142857142858,0.5178571428571429,0.9,2.0714285714285716,4.114285714285715
5589,201149,42,ALSACE,26,18.1981981981982,191.981981981982,4.123423423423423,279.7346846846847,276.91396396396397,82.76576576576576,39521.62162162162,98.17204301075269,,903.3673469387755,99356.03603603604,,,,277.56428571428575,,281.8071428571429,,276.0071428571428,,16.54,7.985585585585586,-10.0,0.0,,,0.15405405405405406,0.5099099099099099,0.9285714285714286,2.142857142857143,4.4
5590,201149,72,AQUITAINE,42,-1.25,216.69642857142858,3.4035714285714285,283.7973214285714,281.4633928571429,86.0625,21610.714285714286,83.45454545454545,5.44,1514.8543689320388,100919.28571428571,,,,281.69642857142856,,285.99642857142857,,280.2928571428571,,16.5,5.900892857142857,-10.0,0.0,0.0,-43.960396039603964,0.12321428571428572,0.36036036036036034,0.5111111111111112,1.2,2.8000000000000003
5591,201149,83,AUVERGNE,56,5.178571428571429,212.32142857142858,2.9250000000000003,282.30892857142857,277.84285714285716,74.28571428571429,30189.285714285714,82.94642857142857,5.444444444444445,1151.9642857142858,98018.92857142857,,,,279.9,,284.4857142857143,,277.8642857142857,,,6.191071428571428,-10.0,0.0,0.0,-44.44444444444444,0.024999999999999998,0.05357142857142857,0.014285714285714287,0.19999999999999998,0.39999999999999997
5592,201149,25,BASSE-NORMANDIE,7,3.2142857142857144,220.0900900900901,4.427027027027027,279.8982142857143,277.7455357142857,86.41071428571429,27230.12048192771,82.67088607594937,5.133333333333334,1038.3544303797469,100245.0,,,,277.2857142857143,,282.0964285714286,,275.5071428571428,,16.099999999999998,7.885714285714286,-10.0,0.0,0.0,-46.0,0.08571428571428572,0.3,0.6928571428571428,1.3214285714285714,3.764285714285714
5593,201149,26,BOURGOGNE,28,10.99099099099099,198.73873873873873,4.128828828828829,281.13828828828827,279.10675675675674,87.28828828828829,27777.477477477478,95.33695652173913,5.666666666666667,640.8823529411765,99410.18018018018,,,,279.2785714285714,,282.83214285714286,,277.72142857142853,,14.9,7.712612612612613,-10.0,0.0,0.0,-45.0,0.1135135135135135,0.3099099099099099,0.7642857142857142,1.407142857142857,2.9071428571428575
5594,201149,53,BRETAGNE,51,-1.8452380952380953,240.41666666666666,4.747023809523809,281.63154761904764,278.94226190476195,83.79166666666667,23169.578313253012,84.91946308724832,6.009090909090909,739.2666666666667,100830.29761904762,,,,279.47857142857146,,283.6,,276.43571428571425,,16.0625,9.204761904761906,-10.0,0.0,0.0,-44.61538461538461,0.08571428571428572,0.2898203592814371,0.7666666666666667,1.068292682926829,2.642857142857143
